Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
28;816.022644;788.28241;124.721886;859.691345;999.404846;255.225311;981.16156;965.260132;403.046356;822.705688;704.351257;70.81208;797.707275;689.577393;66.021019
29;815.290894;789.747314;127.179184;859.274902;1001.541321;256.568329;980.670715;966.665222;403.815125;822.105225;705.728821;74.292831;796.375183;691.06189;69.022293
30;814.113037;791.830933;129.57547;859.10144;1003.748596;258.006226;980.122681;967.775146;404.562683;820.910522;707.512817;76.985512;795.956909;692.954163;72.09729
31;813.099609;793.861816;132.34758;858.71991;1006.252625;259.734161;979.585815;969.166199;405.126556;820.192993;709.334229;79.675087;795.255981;694.570496;74.570465
32;812.17395;795.829773;134.742386;858.25415;1008.76886;261.243103;979.122742;970.500916;405.613434;818.739563;711.268738;82.650787;793.961121;696.64447;77.541145
33;810.969177;797.962952;137.880508;857.759094;1011.268982;262.499512;978.816101;971.725586;406.481171;818.055298;713.118591;86.109451;793.085022;698.324524;80.380173
34;809.406433;800.231995;140.660416;857.112;1013.944946;263.814667;978.48053;973.360718;407.554382;817.167664;714.862366;89.002274;791.987;700.467102;83.676277
35;808.243042;802.322876;143.259308;856.580688;1016.694519;265.505127;978.166687;974.474426;408.289581;815.31543;717.462585;91.515259;790.607788;702.477539;86.543648
36;806.623779;804.898132;145.719437;855.602722;1019.273804;267.617004;977.824036;975.881348;409.052368;813.4823;719.623108;94.679123;788.867798;704.912659;89.599411
37;805.186096;806.86969;148.991058;854.647278;1021.879456;269.631165;977.56604;977.35437;409.952667;811.824158;721.668274;98.362091;787.542175;706.921143;92.525986
38;803.131958;809.584229;151.850479;854.66272;1024.306396;271.730042;977.411194;978.834351;411.036835;810.810486;724.329712;100.786125;786.120789;709.383789;95.43499
39;801.542053;812.061035;154.582367;854.230835;1027.090332;273.080841;977.260132;980.352661;412.059357;809.656006;726.173523;103.590508;784.061279;711.800903;98.089302
40;799.760132;814.444214;157.253174;852.379272;1030.243652;275.649963;976.94458;981.626465;412.971069;807.045105;729.298889;106.364044;782.463684;714.390869;100.727509
41;798.665283;817.165405;159.565704;852.342285;1032.8927;277.57666;976.620605;983.349487;413.878357;804.911255;731.81665;109.041069;781.228333;716.913086;103.631882
42;796.290344;819.721069;162.670609;851.294312;1035.592529;279.976105;976.306396;984.562012;414.549988;803.131897;734.169434;112.334969;779.116577;719.410095;106.089211
43;794.080261;822.652466;165.5914;851.474426;1038.033691;281.551178;975.958679;985.853149;415.658295;801.057129;736.932678;115.129173;776.899292;722.512024;109.447296
44;791.886902;825.53833;167.866425;850.672058;1040.876831;283.324615;975.557739;987.207642;417.149933;799.197754;739.427673;117.566452;774.523315;725.091064;112.0438
45;789.698242;828.29541;170.362839;849.806641;1043.613281;285.392822;975.088867;988.655151;418.30014;797.283813;742.444275;120.208183;772.110596;727.561707;114.055534
46;787.763428;831.049011;173.108017;849.180359;1046.687866;287.458527;974.923889;990.148987;419.149841;794.894531;745.480713;122.810722;769.268311;730.93689;117.169914
47;785.460083;834.1745;175.560745;848.290344;1048.924927;290.33075;973.961304;991.560791;420.587341;791.655396;748.340271;125.2117;766.542053;733.995056;119.565834
48;783.368652;837.263428;178.050262;847.929199;1051.69165;292.346741;973.338135;993.340393;422.134064;788.970093;751.276062;127.632599;764.080872;736.984131;122.279694
49;781.16687;840.190369;180.312836;848.193115;1054.290405;293.587158;973.229309;994.733948;423.272644;786.25885;754.482422;129.817688;761.818115;739.844299;124.221329
50;778.404846;843.335388;182.471344;847.036499;1057.335693;295.285095;973.533264;996.091919;423.364746;783.938965;757.411743;132.519073;758.83252;742.81134;126.329002
51;775.897217;846.639343;184.511917;846.426331;1060.146606;297.362305;973.364746;997.632813;424.495514;781.767395;759.886475;134.942581;755.856445;746.376038;128.644852
52;773.862183;849.771484;186.698563;846.469238;1062.666382;299.757202;972.562073;999.335022;425.585175;778.713379;763.090027;136.970093;753.223328;749.558228;130.479172
53;771.38147;852.519348;189.146805;846.292175;1065.250732;301.255127;971.937683;1000.66925;426.783997;775.357483;767.119751;138.675583;750.136475;752.889648;132.473358
54;768.612122;855.842957;190.933838;845.692261;1067.774414;303.146606;971.957703;1001.674561;427.575287;772.421143;770.124207;140.505676;747.070129;756.343506;134.01239
55;765.808594;859.36731;192.696747;845.608215;1070.30835;304.508209;972.294983;1003.065613;428.618164;769.361328;773.07373;142.679276;743.751648;760.057556;136.542435
56;763.139465;862.490112;194.984909;845.076538;1072.900024;306.858093;972.15625;1004.514587;429.651367;766.209351;776.883484;144.556641;741.197144;763.220703;137.354843
57;760.291809;865.627014;196.53595;844.429138;1075.572632;308.912201;971.775146;1005.555847;430.371674;762.980225;780.101929;146.108154;738.063965;766.894531;138.99881
58;757.315613;868.935852;197.550705;844.29657;1078.060425;310.466553;971.630859;1007.131653;431.000305;760.226074;783.200378;148.169724;735.308838;770.441895;139.872894
59;755.019653;872.651917;199.385315;844.782471;1080.500122;311.59375;971.430542;1008.232971;431.43277;757.333862;786.292053;149.054062;731.892273;774.214294;141.53093
60;752.4729;876.151184;200.661163;844.647827;1082.957031;312.600494;971.165405;1009.29718;432.039703;754.362183;789.670898;150.729202;728.73468;777.881775;142.624939
61;749.884644;879.475525;202.121414;844.418518;1085.369385;314.673584;971.18103;1010.88916;432.735535;750.799683;793.088562;151.692078;725.076965;781.415161;144.117371
62;747.379028;882.733276;203.482498;843.776184;1088.015991;316.852722;971.443604;1011.678345;433.517761;747.610229;796.695862;153.517624;721.335449;785.207275;145.457001
63;744.659912;885.986694;204.265991;843.744629;1090.386719;318.269073;971.362793;1012.606201;434.164246;744.10083;800.240417;154.185547;718.308533;788.967163;146.028351
64;742.41272;889.800171;205.051926;843.846863;1093.0979;319.250488;971.501526;1013.787537;434.846069;741.184692;803.52832;155.156372;715.25592;792.929749;146.522858
65;740.174255;893.320374;206.230164;843.384033;1095.072021;320.59671;971.562195;1014.886169;435.343872;737.538513;806.9328;156.208344;711.497681;796.765259;146.744675
66;737.745667;896.64032;207.078293;843.701172;1097.404907;321.720734;971.490234;1015.61261;435.629242;733.853943;810.393494;156.852554;708.170288;800.698181;147.725555
67;735.154724;900.006409;208.069473;844.154114;1099.445068;322.601349;971.342834;1016.616333;435.819214;730.892273;814.120422;157.227203;704.779602;804.366455;148.401031
68;732.472412;903.587646;207.873138;844.826599;1101.150269;323.596924;971.007324;1017.914368;436.21936;727.925476;817.678894;158.08223;700.893494;808.181152;149.081116
69;730.529358;906.937378;208.738495;844.683105;1103.413696;324.169067;970.89032;1018.693604;436.437012;724.3927;820.863098;158.671753;697.211121;812.00531;150.031158
70;728.21521;910.560486;209.16304;844.576782;1105.135986;324.666382;970.863586;1019.206787;436.761963;721.441406;824.125305;159.155457;694.862854;815.638184;149.631653
71;725.696472;913.772095;209.749771;844.771423;1107.278809;325.230408;971.070068;1020.034058;437.001862;717.799744;827.672791;159.661148;692.709839;819.248108;149.07695
72;723.105042;916.912842;209.860931;845.431213;1108.647949;325.883301;971.545959;1020.963806;437.476471;715.658691;831.127625;159.383041;689.446777;823.373718;148.713394
73;721.044128;920.212463;209.435013;845.110657;1110.825195;326.679688;971.60321;1021.732178;437.677032;712.635254;834.355469;159.917984;686.0354;826.907532;149.078323
74;718.959473;923.739746;209.798599;845.061096;1112.358398;327.269958;971.437927;1022.33374;437.806061;709.740784;837.738525;159.822754;683.117737;830.49823;149.567383
75;716.817383;926.889099;210.209351;845.373047;1114.140137;327.652802;971.08844;1023.020874;437.998901;706.17865;841.046875;159.84024;681.282837;833.949951;148.574188
76;714.118408;930.190186;209.844315;846.11438;1115.620605;327.783875;970.934448;1023.974731;438.031647;704.158081;844.289917;159.461472;678.752258;837.918091;147.56839
77;712.398499;933.408875;209.743057;846.502747;1117.1875;328.122986;970.926941;1024.803711;438.026825;701.940674;847.458191;159.060745;676.383179;841.507263;147.505173
78;710.947693;936.373474;209.319839;846.697876;1118.828613;328.23407;970.531738;1025.644409;437.941559;699.367188;850.25824;159.229553;673.457458;844.874634;146.976868
79;709.245361;938.797485;209.192795;846.551514;1120.099609;328.463806;970.383606;1026.077026;437.662659;697.128418;853.359436;158.817108;671.069092;848.14917;146.16713
80;707.573975;941.932434;208.816269;846.510803;1121.575562;328.696625;969.977539;1026.535034;437.408173;694.738159;856.342712;158.01387;669.121277;851.304932;145.259613
81;706.385193;944.395508;208.605103;846.491333;1123.12915;328.688538;970.044189;1027.326416;437.175964;692.316589;859.053162;157.639633;666.695129;854.350586;144.479523
82;705.403442;946.75769;207.493652;847.118225;1124.252441;328.236603;970.090576;1028.125244;436.86792;690.200867;861.766174;157.143753;663.865662;857.248535;144.59021
83;704.551147;949.266907;206.804291;847.514648;1125.456665;328.031311;970.003235;1028.884399;436.755829;688.406128;864.3396;156.130051;661.758728;860.060486;144.619232
84;703.426941;951.530334;206.230164;847.483337;1126.658203;327.594666;969.874023;1029.474121;436.543488;686.87561;866.903992;155.198257;660.041687;863.014282;143.320267
85;702.555847;953.732056;205.411713;847.610352;1127.681396;327.172333;969.926331;1029.833984;436.454224;685.260742;869.357422;154.225082;659.056274;865.692505;141.972687
86;702.098816;955.428406;204.950729;848.075623;1128.460693;327.050842;969.811401;1030.211792;436.256042;683.711365;871.433655;153.570663;659.321411;870.036072;138.807922
87;701.035034;957.71875;203.744965;848.403076;1129.40625;326.796936;969.663391;1030.653198;436.020569;682.561096;873.945007;152.669037;659.584351;873.908386;135.813965
88;700.085693;960.23584;202.637878;848.418396;1130.431641;326.297211;969.581421;1031.192017;435.895355;681.131348;875.704712;151.855759;658.801697;876.483154;134.912918
89;699.236511;961.868896;202.091003;848.444397;1131.225464;325.857208;969.659973;1031.593384;435.696472;680.091553;877.663696;150.757187;657.823303;878.511719;133.97023
90;698.660095;964.006897;200.834595;848.899353;1131.822144;325.406342;969.554016;1032.010254;435.348022;679.000366;879.687805;149.720642;656.58136;880.155212;132.539902
91;698.427124;965.304443;199.897919;848.726929;1132.595459;325.132874;969.252197;1032.49292;434.907684;678.325134;881.413025;148.926788;655.727112;882.2547;132.012466
92;698.071045;967.03717;199.298019;848.798401;1133.234253;324.437164;968.829224;1032.920776;434.296906;677.597473;883.001587;147.592453;654.971436;883.891357;130.860535
93;697.471436;968.687744;198.170135;849.358948;1133.896973;323.952759;968.526672;1033.266968;433.840302;676.901855;884.679504;146.425934;654.271484;885.692627;129.323395
94;697.205872;969.913086;197.091431;849.873474;1134.298706;323.326508;968.339355;1033.547485;433.460083;676.177185;886.288147;145.743637;653.066223;886.610229;129.298996
95;697.097229;971.122742;195.830215;850.266296;1134.662109;322.63446;968.288574;1033.776245;433.160461;675.591553;887.435303;144.602585;652.594238;887.888123;128.20079
96;696.695068;972.383667;194.803757;850.455566;1135.250488;322.036407;968.280029;1033.888184;432.863129;675.271606;888.615479;143.665833;652.602661;889.63147;126.836922
97;696.48999;973.455444;193.770081;850.410645;1135.840332;321.43042;968.045471;1034.050049;432.69223;675.080933;890.041382;142.24585;652.805481;891.122803;125.122643
98;696.670044;974.187988;192.596329;850.325134;1136.249023;321.004761;967.958679;1034.207153;432.32489;674.91864;891.047607;140.351456;652.526245;892.203369;123.406303
99;696.718994;975.011169;191.470413;850.306946;1136.566528;320.680054;967.763489;1034.401855;431.979431;675.025818;892.085999;138.989853;652.232117;893.830566;121.318977
100;696.927429;975.835266;190.602173;850.353638;1136.931152;320.125732;967.498901;1034.811646;431.354034;674.834595;893.291443;137.648895;652.087097;894.941284;120.238007
101;696.820129;976.644714;189.413666;850.395264;1137.378418;319.315582;967.197449;1035.015991;430.830322;674.595703;894.345032;136.442169;651.772339;896.069946;118.977654
102;697.199646;977.497314;187.823318;850.418884;1137.770142;318.758118;966.901672;1035.15564;430.630127;674.655884;895.132935;134.685089;651.600342;896.918396;117.935822
103;697.021423;978.094299;186.853821;850.548157;1138.030518;318.214081;966.643372;1035.293823;430.439117;674.659973;895.931152;133.211975;651.756348;898.232178;116.31971
104;697.388;978.520325;186.14209;850.535889;1138.199463;317.459991;966.273499;1035.40918;430.273834;674.684387;896.921143;131.833542;651.605774;898.97699;115.13755
105;697.592285;979.203125;184.935104;850.470642;1138.419678;316.974579;966.256165;1035.500854;430.085297;674.303833;897.668091;130.922012;651.39917;899.773804;113.606125
106;697.513672;979.735535;183.599854;850.332458;1138.607422;316.686981;966.235352;1035.499756;429.893005;674.299866;898.537476;129.922943;651.433167;900.690369;112.140831
107;697.392029;980.19696;182.775467;850.284607;1138.893311;316.521637;965.825806;1035.561401;429.490509;674.297485;899.265076;128.416672;651.715637;901.381287;111.152184
108;697.36969;980.939209;182.065094;850.050476;1139.07251;315.951416;965.546631;1035.709351;429.0047;674.286377;899.830261;127.373734;651.579712;902.359863;109.932037
109;697.254883;981.593506;181.31665;850.014771;1139.207153;315.262146;965.051697;1035.828613;428.363037;673.984802;900.378052;126.527016;651.260193;903.171509;108.848953
110;696.915894;982.086426;180.325684;849.955261;1139.391235;314.592194;964.544556;1036.011719;427.752808;673.631104;900.957703;125.821175;650.842163;903.659363;107.610764
111;696.805969;982.591492;179.667694;849.940918;1139.61438;313.926788;964.462463;1036.075928;427.031982;673.324036;901.435059;124.964027;650.476563;904.163452;106.87561
112;696.656494;982.987244;178.935974;849.831726;1139.788818;313.460785;964.025024;1036.327881;427.122437;673.006836;902.152161;124.0541;650.35022;904.689636;106.942787
113;696.343689;983.486145;178.340836;850.02887;1140.001709;312.884308;964.045166;1036.273071;426.758667;672.637085;902.60907;123.629341;649.750305;905.021545;106.461472
114;696.165405;984.061279;177.555603;850.015137;1140.17041;312.327484;963.664978;1036.472534;426.6409;672.180237;902.998779;123.281158;649.111084;905.247559;106.4086
115;696.106995;984.476257;176.850235;849.728638;1140.377686;311.744385;963.335571;1036.491089;426.083771;671.520752;903.463684;122.901863;648.346924;905.703491;106.199448
116;696.030823;984.820129;176.395752;849.503296;1140.711914;311.370941;963.315063;1036.343872;425.407867;671.376099;903.700073;122.597084;648.625;906.32489;105.311172
117;695.99115;985.130859;176.267059;849.562805;1140.846069;310.812897;963.143799;1036.419678;424.9935;671.089722;903.798767;122.342712;648.634338;906.755554;104.780449
118;695.695496;985.321533;175.872131;849.55603;1141.079956;310.345459;962.954468;1036.685669;424.440643;670.838501;904.032532;122.091492;648.444397;906.921448;104.523247
119;695.523865;985.552795;175.291;849.318909;1141.285156;309.948761;962.874512;1036.70874;424.115601;670.518982;904.198181;121.681442;648.358398;907.126587;104.389572
120;695.367126;985.718384;174.938873;849.036255;1141.476318;309.631012;962.879517;1036.754395;423.819977;670.402954;904.340027;121.496033;648.321533;907.211121;104.22319
121;695.167114;985.793701;174.71759;848.776917;1141.512939;309.588898;962.723145;1036.947266;423.577179;670.300232;904.310608;121.496078;648.435425;907.292847;103.862717
122;695.036743;985.958618;174.118988;848.757996;1141.578003;309.194061;962.389954;1037.047241;423.458313;670.234436;904.243591;121.406937;648.334656;907.233765;103.514015
123;694.988647;986.095093;173.413864;848.619019;1141.643188;308.957397;962.025696;1037.038574;423.238251;670.39563;904.23584;120.825325;648.229187;907.235535;102.963226
124;694.959473;986.058228;172.912964;848.548767;1141.703369;308.851654;961.59314;1037.134155;422.895142;670.838867;904.283936;119.882034;648.393494;907.052063;102.359352
125;695.111328;985.906799;172.72612;848.299744;1141.723755;308.575592;961.160339;1037.270874;422.627502;671.094849;904.214783;119.217224;648.476013;906.909607;101.751335
126;695.140747;985.829895;172.342072;847.956787;1141.804932;308.299225;960.953064;1037.325317;422.404327;671.517273;904.295898;118.491592;648.81781;906.974243;100.987961
127;695.274658;985.635498;172.054825;847.742371;1141.823242;308.085999;960.663513;1037.440552;422.151398;671.718994;904.292725;118.072838;649.0448;906.869385;100.416985
128;695.428284;985.507996;171.747971;847.380249;1142.064941;307.847168;960.361328;1037.568237;422.063141;671.8125;904.181458;117.847763;649.106995;906.742004;100.105759
129;695.639709;985.56012;171.550812;847.264832;1142.12915;307.422791;960.1604;1037.632446;421.800049;671.669434;904.201294;117.718414;648.949524;906.671387;100.10627
130;695.538513;985.515076;171.271759;846.989624;1142.234863;307.095917;959.853638;1037.681519;421.623444;671.440002;904.203186;117.709442;648.791626;906.654114;100.14753
131;695.506836;985.559326;171.263245;846.81012;1142.322388;306.868195;959.734924;1037.724487;421.639801;671.238342;904.061157;117.602135;648.655701;906.699768;99.985733
132;695.592896;985.603821;171.428482;846.733032;1142.350342;306.721954;959.679504;1037.734253;421.49176;671.174866;904.051208;117.542145;648.59198;906.739624;99.958786
133;695.382874;985.571777;171.227921;846.643982;1142.513062;306.576172;959.543335;1037.773193;421.259827;671.084473;904.038635;117.571434;648.473511;906.731628;99.867188
134;695.342102;985.610535;171.134079;846.622498;1142.657349;306.199738;959.501648;1037.883911;421.230652;671.000793;904.057434;117.546509;648.548218;906.75;99.705345
