Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;816.212158;789.597656;120.366264;896.168091;1065.52771;398.32074;798.668701;683.505737;72.949623;823.911621;699.373169;76.172821;821.384521;1026.215576;220.31105
2;814.475037;792.18988;122.4944;895.823303;1066.809082;398.508331;803.55481;703.24823;65.009018;822.22229;698.648804;78.980049;821.16626;1029.124878;220.109207
3;813.365295;794.504578;124.313683;896.270264;1067.670776;398.492767;795.833008;688.352844;78.102219;820.841431;702.893799;81.345558;821.157654;1032.328857;220.112869
4;811.806946;797.386108;126.454292;896.396973;1068.783936;398.717499;792.194397;687.666687;83.284172;819.285645;706.22998;83.871193;821.219421;1035.407227;220.129471
5;810.277344;799.986816;128.774399;896.556946;1069.983521;398.910004;790.962952;692.62561;84.723114;817.008057;709.121948;86.089256;820.744446;1038.417603;220.928909
6;808.707886;802.90155;130.713791;896.779236;1071.016968;399.345978;789.626587;696.513733;85.932869;815.035461;711.373596;89.087799;820.340576;1041.780396;221.572433
7;806.851807;806.245056;132.697952;897.09729;1072.441284;399.532562;787.277771;699.448608;88.414215;813.387695;713.808899;91.595238;820.924561;1045.433472;221.35553
8;805.243286;809.347351;134.937271;897.117737;1074.077759;399.70993;785.076111;702.137329;90.762405;810.880676;717.074158;93.820747;820.541809;1048.943115;221.745682
9;803.488586;812.347656;136.940857;897.18512;1075.150757;400.052399;782.497314;705.324646;93.032944;808.122681;720.191223;95.769722;820.249451;1052.290161;222.698242
10;801.351318;815.46283;138.824936;897.030701;1076.399048;400.547516;779.920532;708.66217;95.704926;805.711731;722.952026;98.245773;820.34491;1055.87207;223.26532
11;799.354919;818.907898;141.186493;896.627808;1077.709839;401.054352;777.414795;711.902039;97.926178;803.600281;726.109802;101.298103;820.012329;1059.542969;223.876556
12;796.929871;822.484863;142.793625;896.959961;1079.02063;401.275879;775.211548;715.356873;99.966476;801.096436;729.426697;103.932083;819.726135;1063.208984;224.358063
13;794.891724;825.994995;144.595413;897.113403;1080.683838;401.457581;772.443848;719.074463;101.988365;798.033813;733.073303;106.142952;820.016724;1066.891113;225.05806
14;792.652832;829.482605;146.604126;897.554749;1082.111572;401.364471;769.380371;722.68219;104.007698;795.18927;736.442993;107.561356;819.236694;1070.552124;226.14357
15;790.761108;832.98291;148.277206;897.50647;1083.85022;402.060303;766.251282;726.367554;106.513092;792.65686;739.859131;109.614647;819.178711;1074.073975;226.712677
16;788.664673;836.804138;149.896042;897.309631;1085.280884;402.866913;763.355225;730.157593;108.512245;789.857117;743.41925;111.998352;819.292419;1078.026855;227.249832
17;786.191284;840.75885;151.314362;897.840942;1086.67981;403.141174;760.339294;734.142944;110.210625;786.874268;747.114868;114.057388;819.305481;1081.41748;227.74025
18;783.847778;844.544861;153.119354;898.167786;1088.262573;403.674042;757.170349;738.049011;112.3526;783.946533;750.69519;115.892433;818.97699;1085.12085;228.762207
19;781.377869;848.335754;154.699432;898.462524;1090.16394;403.568451;754.039917;741.873657;114.235649;780.827271;754.558716;117.879272;819.093262;1088.772461;229.993729
20;779.051758;852.306274;156.430908;898.700439;1091.699585;404.042847;750.642639;746.011414;115.913261;777.964966;758.547485;119.503181;818.992676;1092.362549;230.608246
21;776.758118;856.299377;157.628784;898.602783;1092.951294;404.466309;747.603149;750.035156;117.285446;775.0047;762.577209;120.622421;819.029968;1096.075562;231.10434
22;774.597473;860.459656;159.003906;898.720032;1094.362183;405.111969;744.569885;754.076111;118.416649;771.617371;766.183044;122.144386;819.130005;1099.761108;231.84024
23;772.340637;864.407288;160.020935;899.324463;1095.614746;405.306;741.47113;758.240295;119.327217;767.777771;770.139099;123.63678;819.422974;1103.193604;233.276382
24;769.611328;868.51123;161.58847;899.776245;1097.308228;405.286591;737.895447;762.542175;120.817787;764.384583;773.960327;125.170341;819.493652;1106.690796;234.116196
25;767.426086;872.189087;162.686005;899.449646;1099.010376;405.817841;734.522461;766.924561;121.442917;761.249939;777.975281;126.161499;819.128967;1110.091064;234.915375
26;764.622375;876.186462;163.364029;899.522461;1100.175903;406.430786;731.086731;771.497009;122.992813;758.352539;781.823364;127.295967;819.31189;1113.389404;236.036865
27;762.152893;879.873962;164.744064;899.788086;1101.517456;406.919769;727.569336;775.700806;123.696259;755.107422;785.68927;128.44458;819.869873;1116.592773;236.321426
28;759.607971;883.759583;165.301544;900.503052;1102.860107;407.505676;724.228516;780.35791;123.607841;751.062683;790.640625;129.319366;819.717651;1119.781982;237.201981
29;757.094604;887.677429;166.76506;900.999268;1104.267334;407.963318;720.460999;784.291687;125.053894;747.888489;793.928528;130.393539;819.79126;1123.136719;238.072189
30;754.645203;891.636902;167.185669;901.23407;1105.705078;408.267151;716.793335;788.378235;126.455231;744.75116;797.711304;131.403763;820.338684;1126.143799;238.632965
31;751.810852;895.646545;168.178741;901.328125;1106.786743;408.765137;713.09436;792.681335;127.084938;741.367065;801.804871;132.339645;820.588806;1128.946899;239.979599
32;749.249268;899.505005;168.82283;901.203979;1108.184448;409.406616;709.763123;797.167786;127.332581;737.658081;805.724182;132.981522;820.878662;1132.162598;241.022964
33;746.396973;903.569946;169.384644;901.273438;1109.361206;409.865448;706.385864;801.587036;127.824257;734.488647;809.790894;133.661743;821.02002;1135.030273;241.623047
34;743.913513;907.268127;170.097687;901.515747;1110.599609;410.113861;703.053528;805.893372;128.401688;731.021057;813.449219;134.201096;821.457397;1137.413086;242.572678
