Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
32;827.989075;1093.69751;350.726685;793.925964;803.925171;148.771835;803.080627;702.487366;123.216576;774.09668;694.222961;117.68174;783.893311;1027.215454;231.15181
33;828.23291;1095.688599;350.711151;793.536987;805.702209;152.151291;802.829529;704.00293;126.590492;773.075378;695.941528;122.263985;783.612305;1029.657471;232.122375
34;828.406616;1097.635376;351.617676;792.756836;807.160889;154.768616;801.888672;705.666992;129.966217;772.590027;697.279663;124.915085;783.322144;1031.936401;232.796265
35;828.266357;1099.52063;352.352112;792.335449;809.247925;157.485733;801.632629;706.933594;133.616302;772.312378;698.836548;127.743782;782.885254;1034.393066;233.121704
36;828.252625;1101.283203;352.876068;791.840271;810.691711;160.591843;801.129761;708.444946;136.72876;770.81781;700.593384;131.738586;782.243469;1036.780762;234.174438
37;828.542908;1103.383423;353.291809;791.011719;812.894531;163.309494;800.289551;710.337097;139.904312;769.785706;702.396362;135.189651;781.815002;1039.265137;235.126694
38;828.39624;1105.254272;353.861816;790.383545;814.822998;166.04425;799.119812;712.979065;143.437714;769.401489;704.1427;138.693558;781.523193;1042.156494;235.775589
39;828.555908;1107.338989;355.087616;789.279785;816.70929;168.982498;798.4328;714.259705;146.937897;768.671265;706.145142;141.003784;781.557678;1045.216919;235.94046
40;828.76062;1109.274048;355.675446;788.631714;819.198059;171.828354;797.195007;716.279846;149.75206;767.515564;708.432007;144.3396;781.405396;1048.190186;236.467819
41;829.481689;1111.285767;355.667999;787.865784;821.3526;174.322189;796.806091;718.47406;152.886078;767.401001;710.011292;147.924728;780.922302;1050.705933;237.05188
42;829.880188;1113.717285;356.223724;787.120483;823.389038;177.044556;795.555115;720.376709;156.128677;766.080627;712.572998;150.917572;780.257263;1053.144287;238.194397
43;829.644836;1115.554321;356.640289;786.181885;826.059387;180.012238;794.4328;722.997009;159.736816;765.097107;714.684692;153.840881;779.678589;1056.093018;239.60701
44;829.87677;1117.832886;356.496216;785.018005;828.784729;182.637604;794.023071;725.268982;162.445862;764.364441;716.926758;156.728226;779.520081;1059.191895;240.049759
45;830.412659;1120.187988;356.909302;784.14447;830.827759;184.954803;793.002563;727.652527;164.923126;762.925049;719.872498;160.061371;779.194458;1062.48877;240.570557
46;830.776062;1122.206177;357.753723;782.837585;833.640686;187.564896;791.254028;730.034668;168.178177;761.877136;722.353333;162.767136;778.554626;1065.584961;241.258682
47;830.588806;1124.373413;358.528717;781.629822;836.505676;190.434036;790.014709;732.617554;171.584564;760.418823;724.862793;166.046768;778.150696;1068.3927;241.850632
48;830.956726;1126.525024;359.123627;780.599182;838.93219;192.312866;788.791687;735.504395;173.838623;758.955078;727.617126;168.523361;778.10199;1071.279663;242.688553
49;831.324341;1128.736694;359.283539;779.552124;842.124878;194.804947;787.825623;738.266968;176.503067;757.999573;730.533813;170.867249;777.653259;1074.553833;243.662704
50;831.342346;1130.873779;360.044006;778.19397;845.018188;197.465836;785.473267;741.406006;178.800049;756.457886;733.419556;173.422485;777.209473;1077.613892;244.153534
51;832.00415;1133.013184;360.545502;776.812317;847.661499;199.540146;784.16272;744.177185;181.643082;754.767029;736.1297;176.012802;776.615662;1081.163086;245.033188
52;832.5849;1135.313721;361.093903;775.430054;850.775757;201.818634;782.849121;746.916199;184.241684;753.231323;739.130981;178.408997;776.721741;1084.551392;245.629578
53;832.707092;1137.665039;361.578888;774.179504;853.91748;203.894791;781.069214;749.697021;186.42421;751.545471;742.111938;180.55397;776.805176;1087.687378;245.890274
54;832.676025;1139.817017;362.754578;772.491028;857.134521;205.917984;779.359741;752.72937;188.84404;749.822632;745.459473;182.886047;776.211609;1090.895264;246.904037
55;833.293762;1142.311523;363.002533;771.00769;860.277161;207.965042;777.01062;756.275391;190.491898;747.916992;748.906006;184.92366;775.641846;1094.252808;248.322174
56;833.401672;1144.599609;363.18869;769.871826;863.492676;209.445816;774.979675;759.603943;192.436783;746.046692;752.049744;186.455551;775.726624;1097.844604;248.664246
57;834.054871;1146.789307;364.073853;768.041199;866.852051;211.015137;773.225525;762.23877;194.462692;744.139282;755.323181;188.053879;775.472168;1101.330688;248.850632
58;834.095703;1149.293213;364.850281;766.069397;870.359436;212.771637;771.373169;765.461121;196.382523;742.291626;758.741211;189.446228;775.251282;1104.600708;249.738342
59;834.523315;1151.201172;365.234253;764.276794;873.672607;214.043915;769.318115;768.987976;197.612106;740.076782;762.179626;190.954285;775.223755;1107.959961;250.474396
60;835.838562;1153.355713;365.315216;762.536682;876.94342;215.532562;766.901611;772.449951;199.514664;737.344299;765.49469;193.257385;775.108643;1111.255005;251.170944
61;836.61261;1155.865234;365.35733;760.723328;880.332092;216.319229;764.660217;775.550842;200.133652;735.330444;768.725525;194.169861;775.056091;1114.554565;252.125473
62;836.851013;1157.867065;366.281921;759.352722;883.563049;217.769211;762.808655;778.72937;201.748947;733.15155;772.363525;195.410141;775.179138;1118.025024;252.140518
63;837.475342;1160.065186;367.205292;757.549805;886.928894;219.489319;760.362488;782.083923;202.929459;731.131958;775.85144;196.313416;775.310242;1121.381836;252.23674
64;838.290405;1162.203247;367.821686;755.357117;890.356689;220.502045;757.742432;785.758179;203.434952;728.513;779.485229;197.408813;775.286804;1124.387085;253.355209
65;838.603088;1164.221558;368.788239;753.584595;893.678467;221.204315;755.258972;789.262207;204.762619;726.180603;782.848145;198.044724;774.940002;1127.765991;254.477386
66;839.121094;1166.482422;369.413818;751.629761;896.91217;222.227737;753.157471;792.432922;204.717163;723.787292;786.478821;198.509598;774.301086;1131.488525;255.173233
67;838.766418;1169.07666;369.823425;749.515991;900.39032;222.67659;750.660339;795.525085;205.80423;721.442871;789.994751;199.142517;774.750732;1134.337524;255.801865
68;840.164673;1170.651611;370.687317;747.418091;903.965393;223.234314;748.350891;797.080139;206.421295;718.815369;793.531006;199.402695;774.797363;1138.127563;256.205811
69;841.314148;1172.569702;371.221649;746.095398;907.276245;224.302673;745.844299;802.28009;206.644669;716.665039;797.089172;199.356491;774.776733;1141.613647;256.995331
70;841.898193;1174.636719;371.728394;743.810364;910.622131;224.580688;743.259644;806.583435;206.036942;713.489868;800.778992;200.324692;775.538696;1144.316284;257.94101
71;842.368347;1176.780151;371.995026;742.142822;914.034241;225.110916;740.868896;810.022827;206.786346;710.908936;804.337158;200.467361;775.378601;1147.810547;258.618713
72;842.559265;1179.055908;372.600952;740.474121;917.289551;225.762543;738.366577;813.251404;206.321213;709.167908;808.18219;199.442291;775.593445;1150.797119;259.595947
73;842.95459;1181.125854;373.445923;738.472046;920.955872;225.607254;736.310303;816.091248;206.379929;706.837402;811.845581;199.17482;776.014771;1153.786255;260.418762
74;843.68811;1182.702881;374.288025;736.911011;924.120544;226.267654;733.600342;819.709106;206.665695;704.372009;815.45282;199.340469;776.483704;1156.716187;260.790558
75;844.549683;1184.879272;374.810822;734.80957;927.365662;226.312759;730.738708;823.479431;206.248596;701.765259;818.945923;199.552094;776.44281;1159.643188;261.651215
76;844.935913;1186.592896;375.248383;733.087463;930.729553;226.504333;728.465942;826.81134;206.240829;699.006775;822.525757;199.256042;776.487732;1163.055176;261.922516
77;845.702209;1188.521362;375.964996;731.241577;934.119385;226.472046;726.116821;829.799133;205.810974;696.671387;826.088318;198.826477;776.546509;1166.043213;262.324249
78;846.774109;1190.151245;376.507996;729.718506;937.373108;226.522278;723.802368;833.210144;204.973267;694.068542;829.562378;198.627228;777.31134;1168.480957;263.25769
79;847.410645;1191.920532;377.198883;728.070007;940.235413;226.727753;721.452515;836.68042;204.630615;691.715454;833.051086;198.110809;777.843018;1171.296265;263.639893
80;847.936279;1193.478149;377.915375;725.932434;943.518738;226.695297;719.013;840.251953;204.158646;689.859375;836.660522;197.230606;778.195557;1173.695068;264.799164
81;848.48645;1195.277222;378.20752;724.875916;946.733093;226.381424;716.735718;843.426025;203.183731;687.459351;840.225281;196.309341;778.774231;1176.494019;265.203979
82;848.943298;1196.677612;378.690308;723.087585;949.776123;225.656998;715.202209;846.417603;202.796616;685.039917;843.577576;195.709885;779.342224;1178.964844;265.611908
83;849.988464;1198.112427;379.404022;721.728516;952.49469;225.692612;712.538757;849.788452;201.898804;683.148926;847.179749;195.047073;779.503479;1181.410889;266.012451
84;851.042969;1199.432739;379.947693;720.016724;955.817322;225.160706;710.073547;852.564941;201.245285;681.301636;850.368164;194.037186;779.748047;1184.158081;266.509155
85;851.500732;1200.77832;380.318634;718.453552;958.791199;224.872025;708.56311;855.376282;200.493988;678.989563;853.625732;193.108093;780.216064;1186.220947;266.93396
86;852.147766;1202.352051;380.672668;716.921387;961.563416;224.33493;706.615173;858.795715;199.362793;676.97467;856.716675;192.293747;780.395691;1188.294922;267.746063
87;853.170654;1203.413818;381.154541;715.527405;964.435974;224.060822;704.509949;861.992371;197.978348;675.242859;859.810242;191.468246;781.49585;1190.386353;268.606903
88;853.802979;1204.755371;381.398193;714.206726;967.134216;223.223434;702.890503;864.64386;197.494125;673.096252;863.056519;190.690308;782.204529;1192.490112;268.727386
89;854.562561;1205.9552;382.09967;712.628235;969.650452;222.817383;700.542664;867.440369;196.697678;670.72937;866.15918;190.668304;782.950806;1194.449585;269.158051
90;855.079834;1207.126587;383.048096;711.693115;972.408447;222.801971;698.59082;870.111145;196.122192;669.2677;868.925781;189.292679;783.106995;1196.193115;269.833405
91;855.488037;1208.373169;383.232178;709.776245;975.034424;221.595139;697.033752;873.033325;195.40564;667.489807;871.671692;188.094467;783.484436;1198.233398;270.290009
92;855.703003;1209.422119;383.502716;709.096252;977.440918;221.558456;695.351318;875.662537;194.239059;665.819214;874.418091;186.98204;783.797363;1199.95105;270.273804
93;856.41803;1210.425781;383.938232;707.770874;979.819641;220.623718;693.937378;878.017456;193.154358;664.078918;877.206055;185.829193;784.35498;1201.732178;270.692841
94;857.537598;1211.188354;384.135925;706.764404;982.264526;220.185287;692.052734;881.329956;191.672974;663.621765;880.172668;183.825226;785.098633;1203.244263;271.064087
95;858.234863;1212.244629;384.51889;705.814148;984.507568;219.347672;690.898682;883.116638;190.957764;661.992981;882.688232;183.014191;785.551025;1204.793091;271.526093
96;858.705322;1213.325195;384.891785;704.777283;986.784607;218.35611;689.452942;885.740356;190.279617;660.124573;884.961304;182.880905;786.307678;1206.154541;271.957001
97;858.964111;1214.055054;385.230042;704.109741;988.630005;218.091522;688.518005;887.638672;189.306564;658.287354;887.25061;182.364655;786.651428;1207.609985;271.751862
98;859.36908;1214.828369;385.401886;703.22937;990.893494;217.267395;687.234802;890.093079;188.378479;657.367004;889.528076;181.339157;787.693115;1208.741333;271.835327
99;860.078918;1215.474121;385.519989;701.99585;992.939453;216.329193;686.304504;891.945923;187.387756;656.403503;891.779297;180.212341;787.621033;1210.099243;272.146057
100;860.635071;1216.228638;385.681122;701.593018;994.705566;216.132553;685.242493;893.814453;186.384933;655.628906;893.859436;179.116547;787.36676;1211.498657;272.378632
101;861.179626;1216.914795;385.861633;701.120239;996.524292;215.292099;684.272888;896.027222;185.639954;654.866943;895.881042;177.712189;787.884277;1212.735474;272.652527
102;861.789001;1217.475464;386.182495;700.34137;998.167664;214.550552;683.495422;897.630615;184.563873;654.14325;897.854492;176.781693;788.472412;1213.84729;272.579926
103;862.682983;1217.917847;386.594971;700.038635;999.914734;214.05452;682.730713;899.632996;183.739838;653.58844;899.704834;175.866913;789.149048;1214.720337;272.551605
104;863.309937;1218.48938;386.653381;699.831726;1001.429077;213.329315;681.939575;901.230957;182.580948;653.350098;901.373535;174.221924;789.565491;1215.627563;272.674805
105;863.641724;1219.097778;386.687866;699.120422;1002.822021;212.775665;681.087158;902.948975;181.406982;653.268799;903.282532;172.990768;790.021057;1216.495117;273.054718
106;863.671753;1219.762939;386.856445;698.85614;1004.555725;211.7715;680.802002;904.51709;180.881927;651.911255;904.707275;172.963013;790.611938;1217.318115;273.393372
107;863.782166;1220.224854;386.900879;698.707031;1005.791016;210.431534;680.477905;905.455811;180.349182;650.850647;905.826843;172.65271;791.554077;1217.716187;273.448761
108;864.083801;1220.60022;387.068329;698.456482;1006.565125;210.048737;680.197876;906.888428;179.402924;650.402283;907.074829;171.927795;791.962219;1218.3927;273.339905
109;864.441345;1221.05835;387.167816;698.099426;1007.767639;209.683609;679.792969;908.550659;177.796341;650.7771;908.617371;170.392288;792.152832;1219.160278;273.498627
110;864.991272;1221.411865;387.247284;697.716675;1009.064575;208.758163;679.785156;909.495422;176.9272;650.49585;909.670776;169.52626;792.572388;1219.78894;273.524231
111;865.334473;1221.945801;387.145752;697.788513;1010.15802;207.698486;680.017944;910.442932;176.113327;649.99823;910.779541;168.553162;792.446106;1220.953003;273.233032
112;865.393738;1222.44104;386.905396;697.701538;1011.05542;207.136978;679.863098;911.508789;175.207077;649.705261;911.704041;167.858475;792.729553;1221.497681;273.144867
113;865.845398;1222.791138;386.847504;697.562744;1011.843872;206.766388;679.57489;912.406799;174.493958;649.585999;912.726807;166.951981;793.352112;1221.674194;273.082031
114;866.473511;1222.895996;386.71991;697.09375;1012.793823;205.764618;679.405273;913.234131;173.641998;649.862793;913.574341;165.765045;793.84613;1222.081055;272.639587
115;866.9198;1223.098633;386.645081;696.723816;1013.798157;204.470688;679.229614;913.978699;172.952621;649.97583;914.486206;164.822311;794.307312;1222.447021;272.446899
116;867.16156;1223.335205;386.708405;696.418579;1014.480164;203.681229;679.115051;914.719116;172.417694;649.892517;915.25415;163.810135;794.723389;1222.734741;272.300446
117;867.479431;1223.519531;386.798279;696.342285;1014.944397;203.256714;678.990295;915.542175;171.649841;649.77356;915.897522;163.012802;795.375427;1222.876343;271.849823
118;868.154114;1223.637085;386.624908;696.456665;1015.506775;202.913116;679.132263;916.497253;170.175858;650.347351;916.722229;161.478851;795.707581;1223.163086;271.53949
119;868.677002;1223.742676;386.580017;696.264282;1016.145569;202.214966;679.016052;917.247986;169.287277;650.790039;917.417053;160.376129;795.953247;1223.471558;271.471588
120;868.916077;1223.95105;386.594269;695.770142;1016.635132;201.486176;678.923401;917.855957;168.669662;650.686584;917.923584;159.711044;795.978638;1223.664429;271.234009
121;869.143555;1224.113525;386.641998;695.747192;1017.329163;200.879868;678.988525;918.206299;167.839691;650.629639;918.19519;159.089691;796.231995;1223.843506;271.223236
122;869.359375;1224.210571;386.563019;695.775635;1017.891235;200.126572;679.079163;918.500916;167.386642;650.375854;918.604858;158.349182;796.405151;1224.055054;271.041656
123;869.627258;1224.270508;386.490204;695.937988;1018.209412;199.392166;679.119873;918.617676;167.034119;650.15979;918.857056;157.643097;796.458435;1224.314819;270.983582
124;869.778992;1224.318481;386.446533;695.993408;1018.480408;198.499512;678.780273;918.778809;165.834396;650.164917;919.181091;156.866943;796.605957;1224.423096;270.720276
125;870.039368;1224.350952;386.262939;696.055298;1018.759521;197.622101;679.389099;919.131042;164.551758;650.229858;919.425598;156.215012;796.726074;1224.45874;270.498688
126;870.196106;1224.387329;386.127838;695.844543;1018.846313;196.98085;679.594543;919.629456;163.508759;650.147827;919.674072;155.618256;796.953308;1224.423584;270.203339
127;870.285583;1224.410889;385.978149;695.745361;1018.822083;196.370255;679.5401;919.983398;162.670059;650.459656;919.976807;154.545563;797.132629;1224.346924;270.02655
128;870.386353;1224.460571;385.846466;695.497559;1018.983398;195.860428;679.460022;920.146851;162.016617;650.912292;920.253662;153.256546;797.342346;1224.289551;269.82135
129;870.434509;1224.522583;385.623199;695.961304;1019.338318;195.014984;679.684265;919.97821;161.747452;650.952209;920.22821;151.976807;797.47821;1224.180786;269.501099
130;870.554626;1224.463379;385.484985;696.088318;1019.765747;193.817825;680.077637;920.509766;160.494385;651.658936;920.590576;150.421661;797.494995;1224.125244;269.181885
131;870.452332;1224.37915;385.41626;696.200195;1019.816223;193.198868;680.44812;920.545105;159.41275;651.887512;920.692749;149.721054;797.650574;1223.995483;268.904236
132;870.568604;1224.313599;385.273529;696.201172;1019.730896;192.775482;680.537415;920.491699;158.486786;651.978577;920.602417;149.084732;797.931519;1223.846436;268.548615
133;870.640381;1224.163086;385.10614;696.129822;1019.503052;191.987442;680.362366;920.470276;157.811157;652.455872;920.629333;147.882263;798.219727;1223.605957;268.249908
134;870.704407;1224.053589;384.941193;696.080627;1019.335205;191.302856;680.55481;920.151245;157.176926;653.052307;920.698914;146.448059;798.288147;1223.375854;268.168701
135;870.796936;1223.911987;384.880188;696.009888;1019.353455;190.740265;680.679749;920.104187;156.430878;656.55072;922.60968;141.594925;798.606689;1223.126099;267.86557
136;870.965332;1223.776367;384.688141;695.95459;1019.402954;190.168015;681.078247;920.141968;155.442581;658.452454;923.635681;138.944901;798.854675;1223.006714;267.605072
137;870.739807;1223.749023;384.521698;696.006714;1019.601196;188.974701;681.466919;920.004456;154.697418;658.307129;923.362061;138.236664;799.008179;1222.71106;267.431
138;870.632263;1223.599854;384.365814;696.181824;1019.555603;188.398849;681.577454;919.830505;154.242706;657.770508;922.861328;138.279892;799.125671;1222.338867;267.42041
139;870.832153;1223.402832;384.009491;696.070129;1019.38385;187.753967;681.422058;919.781738;153.614746;657.508301;922.413757;137.707916;799.749512;1221.828125;266.901398
140;871.031067;1223.155396;383.84549;696.116821;1019.168884;187.323822;681.581665;919.660767;153.136459;657.487549;922.279907;136.820267;800.017822;1221.485107;266.657257
141;871.102966;1223.062134;383.630951;696.089844;1019.065796;186.819046;681.843018;919.575623;151.832428;658.112061;922.350281;135.543488;800.062195;1221.123291;266.576843
142;871.261597;1222.8573;383.464691;696.105469;1018.684875;186.16452;682.219055;919.379456;150.788177;658.492188;922.461243;134.503677;800.097351;1220.836548;266.391479
143;871.395325;1222.705566;383.290283;696.103638;1018.479431;185.335724;682.233398;919.283691;150.152786;658.481201;922.453064;133.803467;800.000061;1220.640747;266.197693
144;871.504333;1222.474121;383.060913;696.111572;1018.460083;184.184982;682.069153;919.262146;149.081909;658.374573;922.300842;133.116699;799.920654;1220.522705;266.092072
145;871.609497;1222.314819;382.974762;696.163574;1018.401367;183.098175;681.97937;919.294556;148.103867;658.281738;922.146362;132.289078;799.965759;1220.271606;265.928833
146;871.68158;1221.980469;382.696777;696.217957;1018.260071;182.528229;681.950256;919.311951;147.4785;658.172729;921.951172;131.247467;799.963562;1220.124878;265.791595
147;871.913574;1221.793701;382.425568;696.174316;1017.983093;182.076889;682.164185;919.046692;146.575485;657.951416;921.83905;130.517685;799.862122;1220.010742;265.620941
