Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;1135.840332;755.740845;326.898224;1186.624756;833.668152;199.516907;862.671326;779.54834;46.304241;931.397217;709.720154;35.409378;991.107055;779.0150150000001;74.93535700000002
2;1135.523438;755.802673;326.893524;1186.587891;833.651917;199.302353;862.872681;780.221069;47.741386;930.688293;708.175903;35.978222;991.136108;779.077759;74.901482
3;1135.591431;756.627136;326.989441;1186.336426;833.57782;198.867676;858.615356;780.704468;53.589901;929.898376;706.713989;37.164146;990.955688;778.435913;75.703255
4;1135.476685;756.678955;326.882111;1185.927734;833.455017;198.315277;857.095459;781.280396;57.872158;929.000366;705.156555;38.358051;990.536926;777.835815;76.383415
5;1135.473145;755.877625;326.384094;1185.5271;833.427917;197.851028;856.689087;782.05188;60.149483;928.310974;704.075439;40.262779;989.748169;776.942139;77.14772
6;1135.446655;755.727844;326.125793;1185.062988;833.33374;197.257919;855.743713;782.340515;62.573929;927.32843;702.830994;42.76619;989.10321;776.210999;78.031219
7;1135.43396;755.693054;325.72583;1184.70752;833.109436;196.9039;854.990906;782.541504;64.65313;926.024414;701.589111;45.653675;988.330261;775.667419;79.06826
8;1135.239868;755.630554;325.314026;1184.444214;832.940796;196.739471;853.86322;782.546204;66.974464;924.582825;700.329773;48.350925;987.384216;774.773071;79.93502
9;1134.896851;755.570007;324.728149;1184.110962;832.610596;196.182007;852.824341;782.227173;69.775818;922.929443;699.271973;51.076874;986.228333;773.628113;81.043335
10;1134.585083;755.506531;324.366272;1183.401489;832.297974;195.431732;851.354736;782.062805;71.950447;920.943481;698.297363;54.237244;984.899475;772.669495;82.278976
11;1134.264404;755.350159;323.953705;1182.435791;831.944336;194.750061;850.143738;781.49762;74.522102;919.183289;697.218689;57.523338;983.724243;771.988831;83.220589
12;1133.585815;755.276245;323.342987;1181.616699;831.543884;193.958374;849.470581;781.14856;76.13974;917.090576;696.442993;60.286583;982.062805;770.841003;84.659332
13;1132.964844;755.114075;322.886627;1180.884277;831.03302;193.579269;847.648193;780.647339;78.397858;915.558411;695.186401;63.000908;980.842651;769.44281;85.76548
14;1132.537231;754.911438;322.544128;1179.914063;830.581787;192.932465;845.695801;779.872314;81.504265;913.888489;693.866516;65.011551;979.784363;768.194519;86.578766
15;1132.102051;754.769714;322.111328;1178.843384;830.332458;191.839218;845.025452;779.353577;82.870789;912.256836;692.465454;67.251411;977.601074;767.366943;87.8713
16;1131.388428;754.627441;321.808258;1178.228149;829.920837;191.127899;843.382568;778.752563;85.577026;910.357788;690.884399;69.591164;976.44104;766.190918;88.601768
17;1130.900391;754.476868;321.019745;1177.297119;829.313721;190.127884;842.378357;778.26355;87.197166;908.827393;689.216614;72.139954;974.96582;764.614319;89.424759
18;1130.121826;754.36084;320.111084;1175.754517;828.69104;188.827179;840.774658;777.428589;89.083733;907.393677;687.617371;73.938278;973.383057;763.506287;90.503105
19;1129.544312;754.186279;319.656525;1174.806396;828.00885;188.150955;838.774536;776.165161;91.533539;905.912842;685.938599;75.317963;971.617432;761.958191;91.130722
20;1128.92041;754.031555;319.233978;1173.969116;827.50769;187.365204;837.717285;775.234375;93.445206;904.242676;684.40564;77.4897;970.267456;760.320313;91.541374
21;1128.378662;753.654785;318.730957;1172.292725;827.20636;185.703629;835.899475;774.356812;95.571815;902.251953;682.854004;79.503395;968.842834;759.029175;92.196274
22;1127.501465;753.381653;318.075348;1171.43103;826.509583;185.145187;834.362;773.370789;97.416679;900.458191;681.006653;82.006737;967.004333;757.44165;93.285851
23;1126.70459;753.130249;317.451416;1170.089355;825.738342;183.93573;832.648254;771.675537;98.922928;898.525635;679.308411;83.660828;964.679565;755.915161;94.898651
24;1125.935181;752.929504;316.994476;1168.389648;825.160706;182.944077;831.158752;770.602905;100.964905;897.009155;677.606873;85.377945;963.255493;754.54541;95.381317
25;1125.172119;752.686584;316.306519;1166.741089;824.595581;182.22139;829.659973;769.268372;102.711113;895.806335;675.892944;87.043945;961.928711;752.968506;95.66272
26;1124.178833;752.295349;315.527679;1164.861694;824.146667;181.24646;827.536987;767.585632;104.345482;893.622864;674.01062;88.882759;960.107788;751.380554;96.562721
27;1123.493286;751.999329;314.680267;1163.652588;823.551514;180.464249;826.528198;766.351868;106.066101;892.03479;672.431946;90.728676;958.397827;749.833435;97.157532
28;1122.907227;751.693054;314.165009;1161.765625;822.862732;179.209137;824.354797;764.930847;107.669586;890.640381;670.721497;92.703583;956.006653;748.124573;97.84845
29;1122.134888;751.477051;313.724335;1160.441162;822.312195;178.277191;822.896606;763.425537;108.689522;889.123657;669.113953;94.159271;954.029114;746.772034;99.073891
30;1121.161865;751.280823;313.012543;1158.928589;821.721741;176.826202;821.062439;762.058228;110.263641;887.513;666.890503;96.097282;952.172546;744.877625;100.168472
31;1120.096802;750.937744;312.420593;1157.359863;820.840393;176.145111;819.601563;760.608276;111.580719;885.874817;665.243713;97.406242;950.595093;743.660522;100.339722
32;1118.902222;750.577271;312.062683;1155.17981;820.405273;175.294281;817.617798;759.080994;112.913849;884.692017;662.93927;99.162369;948.677979;742.096069;100.559814
33;1117.820435;750.222839;311.465332;1153.046265;819.790955;174.476593;816.325256;757.755981;113.432335;883.209229;661.308289;100.027458;947.282227;740.537537;100.812111
34;1116.715698;749.879944;310.721008;1151.847778;819.178894;173.811569;814.29303;755.833862;114.739243;881.590515;659.407104;101.20224;945.537537;739.043884;101.242371
35;1115.769043;749.421326;310.63855;1150.38562;818.407959;172.431534;812.968384;754.653381;115.226883;880.163574;657.865723;102.548409;943.628601;737.386414;101.999008
36;1114.547363;749.187561;310.125366;1148.451416;817.809204;171.918015;810.7453;752.854126;116.228554;878.885559;655.739624;103.8666;941.793945;736.023682;102.785469
37;1113.375488;749.022278;309.461884;1146.342651;817.203857;171.036499;809.363892;751.386475;116.825478;877.59021;654.087891;104.522461;939.900757;734.397766;103.442436
38;1112.497437;748.768738;308.848602;1144.337769;816.71875;170.256912;807.783142;749.996338;117.085503;875.792297;652.192749;105.234558;937.68866;732.755493;103.261192
39;1111.556274;748.50824;308.384521;1142.985718;816.175232;169.573273;805.927734;747.918335;117.624077;874.334595;650.372375;106.016174;935.98175;731.515686;103.284546
40;1110.704712;748.107422;307.849182;1141.162231;815.579956;168.43721;804.313416;746.385376;117.951172;873.051941;648.477478;106.822029;934.557373;729.485901;104.152321
41;1109.12085;747.766846;307.468597;1139.488037;814.797668;167.949158;802.861633;744.515442;117.988892;871.72168;646.720154;107.311447;933.293579;728.039917;104.340721
42;1107.841919;747.508362;306.992889;1137.460083;814.09967;167.047501;801.392395;743.21405;118.859901;870.133911;645.102234;107.848068;931.690735;726.36792;104.099915
43;1106.794678;747.072388;306.671204;1135.713989;813.705566;166.503677;799.659729;741.140564;118.959473;868.96582;643.595276;107.737854;930.380127;725.104858;103.96814
44;1105.619507;746.620117;306.478088;1134.167969;813.411621;165.656937;798.435364;739.807068;118.983467;868.463074;642.225098;107.844872;929.272278;723.455505;103.565712
45;1104.521851;746.360596;305.77652;1132.327026;812.929138;164.771683;796.61084;738.036255;118.785706;866.302002;640.427795;109.222771;927.437866;722.051575;103.855614
46;1103.781006;746.017029;305.235504;1130.78833;812.088745;164.555435;795.19928;736.444092;119.089684;864.351746;638.84491;110.23494;925.589294;721.087891;104.051888
47;1102.723022;745.94397;305.101715;1128.717041;811.515259;163.89241;793.595398;734.935974;118.983261;862.936523;637.574463;110.28405;923.923828;719.608215;104.244728
48;1101.390259;745.788757;304.946655;1127.099365;810.974915;163.004333;792.22998;733.321167;118.946884;862.282898;636.283813;110.036179;922.736389;718.500366;104.568672
49;1100.142456;745.615845;304.633545;1125.96167;810.518127;162.279007;790.922241;732.210022;118.696213;860.802612;634.891052;110.350487;921.036438;717.335449;105.088219
50;1099.054321;745.413269;304.30542;1124.067627;810.302979;161.605865;789.44751;730.831665;118.814728;859.191956;633.480469;110.779625;919.690857;715.784607;104.457787
51;1098.185791;745.136597;304.071381;1122.288574;809.953857;161.649078;788.015869;729.579773;118.602791;858.073486;632.169617;110.158676;918.553711;714.756165;103.755203
52;1097.369507;744.775146;303.633118;1120.834595;809.405823;161.093933;786.647278;728.499268;117.891647;857.026855;631.033386;109.674507;917.304626;713.669556;103.732529
53;1096.210205;744.46936;302.883759;1119.560059;808.747742;160.291489;785.494141;727.523804;117.542419;855.56543;629.847046;109.326965;916.322327;712.378418;103.725174
54;1094.963501;744.201355;302.672028;1118.183105;808.182922;159.573425;784.535767;726.557068;117.110603;853.920288;628.81897;109.300278;915.379822;711.33136;103.373482
55;1093.99707;743.95813;302.550842;1116.513672;807.696716;159.459274;782.797668;725.445435;117.049049;852.15802;627.950134;108.874374;913.803894;710.457214;103.499191
56;1093.238159;743.67926;302.344452;1114.757324;807.433533;158.94249;781.373474;724.474915;116.720001;850.26239;626.818787;108.785194;912.593628;709.145386;103.068924
57;1092.261108;743.431091;302.466949;1113.61499;807.218018;158.671219;780.678894;723.69397;116.338669;848.913574;626.264343;108.092567;911.584351;708.263062;102.978096
58;1091.108398;743.182678;301.96521;1112.640625;806.993591;158.146561;779.558594;722.920471;116.020966;847.760925;625.549194;107.209152;910.258606;707.523376;102.852524
59;1090.343018;742.986511;301.52829;1111.265991;806.781555;157.375443;778.244629;722.166565;115.777702;846.70282;624.893921;106.536644;908.555786;706.799194;102.682198
60;1089.542603;742.936218;301.431549;1109.746338;806.414551;157.152679;777.34967;721.327881;115.465393;845.621887;624.087769;105.684769;907.485657;706.194458;102.448853
61;1088.564941;742.868164;301.416595;1108.243164;805.992188;157.362488;776.725281;720.450134;114.860695;844.295837;623.39502;104.969109;907.003113;705.345337;102.090927
62;1087.50293;742.793457;301.372498;1107.165649;805.461853;156.876816;775.832947;719.78949;114.316681;842.532776;622.833679;105.016891;906.232544;704.425415;101.720833
63;1086.422241;742.703125;301.152313;1106.175903;805.080627;156.22905;774.774536;719.277466;113.634895;840.693481;622.336853;104.934174;905.232666;703.619995;101.329514
64;1085.662476;742.518127;300.964233;1104.969971;804.932983;155.438873;773.958801;718.554565;113.216042;839.734375;621.781799;103.824768;904.376709;703.281494;101.18322
65;1084.89209;742.329651;300.965332;1103.829712;804.725403;155.521759;773.073975;717.213196;112.953224;838.791931;621.231628;102.369827;903.709351;702.856201;100.782799
66;1084.128296;742.267883;300.85553;1102.333984;804.549377;155.473602;772.354065;716.250244;112.406754;838.156311;620.665771;101.181519;902.517578;702.103333;100.429695
67;1083.39563;742.205078;300.399567;1101.197998;804.332275;155.03299;771.390137;715.605286;111.496689;836.850525;620.081909;100.102615;901.382568;701.438782;100.165184
68;1082.558228;742.166992;300.317688;1100.498535;804.19104;154.571823;770.36377;715.08783;111.463455;835.423767;619.789856;99.977036;900.498352;700.85907;99.745514
69;1081.444824;741.987305;299.974945;1099.856079;803.890442;154.663177;769.917542;713.971619;110.924644;834.065002;619.545715;99.26519;899.606079;700.520996;99.392433
70;1080.728882;741.751465;299.787598;1098.819702;803.915039;154.582687;769.122253;712.831055;110.673508;833.150452;619.352173;97.791161;898.943909;700.149536;99.399803
71;1080.111694;741.656006;299.761017;1097.797119;803.919128;154.187958;768.261963;711.982056;110.144585;832.21167;618.913025;96.338478;898.185486;699.762085;99.445457
72;1079.292603;741.555664;299.807922;1096.582764;803.883728;153.972305;767.25116;710.86145;109.762772;831.418823;618.388428;95.271828;897.077698;699.221741;99.384705
73;1078.614136;741.445923;299.827057;1095.395264;803.763855;154.031754;766.683716;709.501282;109.153481;830.582275;617.972961;94.726326;896.455322;698.594238;99.411362
74;1077.891235;741.378479;299.691345;1094.772461;803.532471;154.160004;766.373718;708.592468;108.79258;829.477783;617.689331;94.238594;896.289124;698.276001;98.86927
75;1077.108276;741.226379;299.360291;1094.226318;803.364014;154.112625;765.934692;707.248962;108.680908;828.502014;617.349182;93.515083;896.293518;697.642029;97.499962
76;1076.247314;741.07019;299.243896;1093.438232;803.356689;154.018799;765.355652;705.858215;108.717232;827.757202;617.09552;92.536377;895.931274;697.194885;96.846748
77;1075.472534;741.0401;299.286072;1092.643799;803.353027;153.785919;764.912598;704.606628;109.133224;827.167542;617.027893;91.668655;895.313721;696.852417;97.000191
78;1074.81543;741.023254;299.256683;1091.719727;803.382629;153.645233;764.777405;704.127014;108.938789;826.325195;617.036377;90.992729;894.521545;696.626892;97.212349
79;1074.023926;741.002014;299.462128;1090.714966;803.451782;153.694397;764.43512;703.393677;108.869713;825.104187;617.175903;90.365746;893.751343;696.453918;97.305206
80;1073.020508;741.004883;299.074158;1089.869995;803.45752;153.814117;763.822205;702.33844;108.865623;824.231018;617.374207;89.890457;892.828918;696.516907;97.755203
81;1072.494751;740.839844;299.247925;1089.275269;803.500977;153.604965;763.546692;701.169006;107.962845;823.445496;617.622131;89.168037;892.212891;696.453613;97.984024
82;1072.109619;740.76355;299.199707;1088.847778;803.597046;153.651154;763.071228;700.366028;107.12178;822.838928;617.582397;88.495483;891.724121;696.406982;97.976486
83;1070.768433;740.948486;299.158203;1088.352051;803.764526;153.652222;762.756592;699.098572;106.559883;822.763428;617.438965;88.307274;891.44165;696.263672;97.669067
