Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
30;1020.980835;810.989624;322.7435;1030.302002;718.473938;449.485504;769.827942;622.19635;111.277466;798.014221;603.11731;104.200928;866.597534;651.263123;167.412064
31;1020.570679;811.552673;323.365356;1030.093018;718.556641;449.490631;769.040894;622.101563;111.787918;797.98291;603.023804;104.437485;865.641418;651.203247;168.435165
32;1019.848694;811.593994;324.114685;1029.90564;718.615417;449.401825;769.163757;621.971558;111.634613;798.015381;602.955017;104.684212;864.864075;651.39209;169.338364
33;1019.309875;812.045288;324.926819;1029.559082;718.687805;449.329193;769.250671;622.067078;111.217949;797.957764;602.947693;105.069496;864.546387;652.014099;169.668045
34;1019.138184;812.390381;325.228058;1029.208008;718.809387;449.205231;769.366699;621.879883;110.577881;797.803772;602.846191;105.415428;864.051575;652.439575;170.053955
35;1018.48822;812.416992;325.94928;1028.733154;719.057007;449.262634;769.077087;621.887512;110.154953;797.610046;602.876892;105.679512;862.842651;652.789673;170.902832
36;1017.934204;812.718689;326.333466;1028.217651;719.229004;449.297058;768.411377;622.051331;110.59259;797.252075;602.940125;105.882126;861.741211;652.920471;171.639816
37;1017.723511;813.381775;326.189148;1027.686157;719.414856;449.467957;767.394043;622.309875;112.017845;796.759766;603.026855;106.10717;860.859497;653.095032;172.349823
38;1016.997498;813.947693;325.919952;1027.053711;719.591919;449.733215;766.269287;622.409668;113.104218;796.11499;603.084473;106.452499;859.943359;653.222717;173.281982
39;1015.714417;814.252319;326.493439;1026.344849;719.766174;449.905151;765.305664;622.572021;113.755844;795.022156;603.268494;107.324738;858.682434;653.362549;174.019897
40;1014.522095;814.720825;327.184479;1025.52771;719.914917;450.030273;764.61554;622.929993;114.042412;793.69873;603.562866;108.252762;857.361755;653.545532;175.071213
41;1013.451111;815.150452;327.533417;1024.788208;720.070435;450.039764;763.554504;623.448669;114.319611;792.342041;603.921875;109.599747;855.952637;653.55011;176.551575
42;1012.449768;815.329041;327.675201;1023.918213;720.141541;450.128387;761.990662;624.214233;114.620781;791.005676;603.991516;110.979286;854.057251;653.61438;177.963974
43;1010.640015;815.970642;328.313873;1022.991882;720.252747;450.237854;760.053101;624.30957;115.7621195;789.297791;604.17157;111.97094;852.475403;654.208679;178.94429
44;1009.898132;815.922607;328.829926;1022.059937;720.351807;450.16748;758.11554;624.404907;116.903458;787.70105;604.265076;112.768066;850.935425;654.407227;179.82196
45;1009.002625;815.720459;329.152344;1020.865723;720.419189;450.594391;757.248413;624.779236;117.815575;786.281677;604.447571;113.529861;848.920837;654.765869;180.774765
46;1007.412231;816.428223;330.104889;1020.052124;720.427124;450.626801;755.88562;624.754883;117.979225;784.442017;604.743225;114.870132;847.182434;655.335449;181.449158
47;1006.076599;816.737976;330.534485;1019.215271;720.475403;450.862823;753.753845;625.012512;119.638596;782.302429;604.963074;116.608368;844.950439;655.781128;182.926758
48;1004.636658;816.319519;330.498535;1018.180908;720.447388;450.991852;751.43512;625.233765;120.683632;780.158936;604.887878;117.949402;842.93042;656.146912;184.142212
49;1002.863525;816.734985;330.941803;1017.027222;720.494995;451.08963;748.716614;625.551697;122.265022;778.011658;604.826538;118.973892;840.8396;656.606506;185.207901
50;1001.166687;816.892334;331.86377;1015.661987;720.491333;450.971161;746.3660890000001;625.697388;123.207611;775.797852;605.072449;120.235657;838.182678;656.631958;186.523178
51;999.800659;817.009094;332.113495;1014.481323;720.477478;451.023163;744.015564;625.843079;124.1502;773.05426;605.410889;121.562889;835.848022;657.224976;187.007645
52;997.649963;817.4776;332.443817;1013.595642;720.465027;451.393036;741.882446;626.149536;124.720604;770.257629;605.393188;123.144661;833.295837;657.355469;188.570511
53;996.055969;817.384094;332.616211;1012.637146;720.526611;451.673828;739.118164;626.424194;126.657318;767.769165;605.346985;124.541;830.551697;657.849304;189.507889
54;994.061279;817.519775;332.983459;1011.476196;720.510315;451.678162;735.240967;626.696472;128.703629;764.451477;605.662659;125.589607;827.496033;657.878479;191.208038
55;991.555725;817.710571;333.584656;1009.941772;720.483765;451.785309;732.051697;626.727051;130.144348;761.400024;605.863098;126.742882;824.837097;658.295837;191.829803
56;989.689331;817.802063;333.618469;1008.50708;720.495544;451.962646;729.334167;626.72699;131.432846;758.132263;606.070618;128.234055;821.398987;658.329407;192.874512
57;987.320251;818.163391;333.685669;1007.215942;720.467102;452.282593;725.391113;627.214539;132.926697;754.604797;606.149963;129.43924;818.750671;658.429993;194.015747
58;985.157227;817.952332;333.919464;1006.272095;720.420227;452.095245;721.940125;627.402405;134.580673;751.076538;606.420349;130.384583;815.148865;658.838013;194.66275
59;982.361877;818.333801;333.676605;1004.638916;720.292419;452.44812;718.380981;627.624207;135.284058;747.451904;606.656433;131.788361;811.668579;659.258789;195.988266
60;979.940735;818.07373;334.271149;1002.944519;720.196533;452.539246;714.907104;628.002625;136.370422;743.599854;606.854492;133.27504;808.208008;659.473511;196.598221
61;977.168762;818.32666;334.120483;1001.422363;720.141785;452.246338;711.170105;628.305054;137.799927;739.927368;607.021973;134.584488;805.277527;659.698181;196.959503
62;974.286804;817.993286;334.587799;1000.146423;720.040955;452.418243;706.620667;628.713074;139.404617;735.719849;607.293091;135.488663;801.316162;659.970459;198.012878
63;971.374329;818.13324;334.650452;998.232971;719.930664;452.663483;702.595215;628.701477;141.119507;731.625244;607.570251;136.722061;797.394104;660.530151;198.665619
64;968.322937;817.73114;335.169312;996.477478;719.68457;452.575928;698.333191;628.965271;142.142212;727.507019;607.898621;138.122833;793.598083;661.208679;199.405136
65;965.278259;817.597961;335.183777;994.829224;719.475159;452.347839;693.98114;629.348633;142.971558;722.938965;608.282654;139.477768;789.654602;661.549072;199.78299
66;962.09613;817.505188;335.525604;993.007141;719.403015;452.718323;689.45343;629.71283;144.631622;718.365906;608.465759;140.577026;785.484253;661.873535;200.475693
67;958.707336;817.004456;335.490509;990.892029;719.235901;452.607513;685.042603;630.021973;145.916168;714.084717;608.60553;141.208115;781.405884;662.117188;201.160141
68;955.700134;817.017822;335.623383;989.072266;719.013794;452.489868;680.49585;630.436707;146.71051;709.636292;609.060974;142.155396;777.16626;662.457825;201.546753
69;952.143066;816.991272;335.570557;987.104675;718.912109;452.691559;675.836426;630.854614;147.38002;704.84375;609.598022;143.009613;772.951416;663.09729;201.724548
70;948.61731;816.715393;335.134766;984.845764;718.675293;452.336456;671.21936;631.40509;148.342697;699.825745;610.066101;143.943298;768.274475;663.411743;202.588348
71;945.147949;816.337585;335.507996;982.984924;718.510071;452.488251;666.135742;631.921326;149.649612;694.818909;610.347839;144.660873;763.578857;663.63031;203.447266
72;941.639404;815.992188;335.695892;980.438171;718.175598;452.496857;661.04071;632.221863;150.772385;689.959045;610.650269;145.137009;759.361816;664.140747;203.696762
73;937.965332;815.621094;335.534241;978.542908;717.896912;451.99707;656.255005;632.645935;151.476288;685.112854;610.971619;145.589294;754.709045;664.392578;203.854004
74;934.099426;814.972168;335.748108;976.003723;717.59729;452.143372;651.621826;633.017334;152.32077;680.112061;611.368896;146.16655;749.948303;664.638489;204.125626
75;930.266113;814.646851;335.530365;973.727722;717.196838;451.772949;646.764343;633.487183;153.051071;675.03418;611.980286;146.962479;745.228821;664.976685;204.386032
76;926.387939;814.203796;334.913635;971.468811;716.811584;451.831177;641.620178;633.918518;153.746689;669.773987;612.521057;147.845535;740.73114;665.498962;204.123383
77;922.590088;813.77478;335.190094;968.756958;716.645752;451.682098;636.333008;634.445984;154.79538;664.470398;612.968933;148.445526;736.22345;666.034973;203.888641
78;918.585266;813.301453;335.524841;966.727051;716.182739;451.44751;630.712036;634.982727;155.452118;659.248535;613.391174;148.891754;731.502686;666.520691;203.764465
79;914.654602;812.593628;335.204437;963.959839;715.826721;451.367157;625.465942;635.507874;156.154236;653.990051;613.830627;149.31041;726.601318;666.893005;203.693604
80;910.366394;811.803101;335.121094;961.570435;715.34375;451.218994;620.264832;635.902161;156.663239;648.839783;614.24408;149.359024;721.876099;667.349426;203.48111
81;906.28949;811.095947;335.200043;958.84259;714.79718;451.166229;615.166565;636.413147;157.108337;643.856812;614.654114;149.231155;716.785339;667.692566;203.769882
82;902.533203;810.492065;334.924164;956.368896;714.229187;451.103119;610.353333;636.899597;156.881668;638.780457;615.159119;149.388321;711.620483;668.001709;204.195633
83;898.112793;809.883057;334.924988;953.823364;713.71991;450.529358;605.469421;637.466919;156.925491;633.57251;615.644714;149.803574;706.854187;668.585144;203.160309
84;894.001587;808.992798;334.705505;951.252136;713.145752;450.739227;600.2276;638.060181;157.37915;628.196289;616.15564;150.196014;701.84668;669.005737;202.997131
85;890.21637;808.177673;334.411285;948.709961;712.540161;450.449554;595.274414;638.685913;157.310013;623.115234;616.65625;149.961227;696.771973;669.341064;203.199402
86;886.039795;807.2771;334.53952;946.000854;711.867798;450.504028;589.655396;639.1427;158.124695;618.217651;617.49939;149.486954;691.928345;670.006104;202.611588
87;881.795227;806.421753;334.888184;943.404175;711.035706;449.918396;584.564819;639.653564;157.928162;613.361023;618.320801;149.175995;686.918701;670.114807;202.040955
88;877.770203;805.384705;334.444183;940.981506;710.511963;449.992432;579.251465;640.147583;157.837173;608.219238;618.820679;149.224823;681.944763;670.344727;201.910645
89;873.66748;804.328064;333.848602;938.257813;709.792847;449.934265;574.245605;640.640015;157.717178;602.782715;619.180664;149.199341;677.346191;670.781189;201.293976
90;869.474854;803.485779;334.026794;935.632874;709.001343;449.960052;569.342468;641.215149;157.726227;597.462219;619.439819;148.973251;672.581482;671.02124;200.900833
91;865.212585;802.370544;334.269165;933.159119;708.199707;449.670898;564.341553;641.825012;157.163788;592.346191;620.073975;148.792862;668.020508;671.400085;200.286621
92;861.452209;801.053284;334.075348;930.409729;707.479492;449.421112;559.225708;642.673706;156.977081;587.47821;620.747498;148.430817;663.187744;671.664001;199.791168
93;857.420288;800.071777;333.582794;928.123535;706.722656;449.610016;554.172241;643.226624;156.895828;582.617615;621.318787;147.596848;658.317993;671.867371;199.185226
94;852.95636;798.734192;334.13623;925.519287;705.92334;449.35788;549.217773;643.765625;156.796066;577.697266;621.885193;147.145279;653.682495;672.086182;198.375397
95;849.590576;797.315491;334.027283;923.302917;705.190247;449.47998;544.401978;644.32843;156.225098;572.729736;622.304443;146.862762;649.100952;672.423401;197.960663
96;845.724243;796.301697;334.197388;920.815918;704.33606;448.960419;540.046997;644.966064;155.453598;567.933899;622.595032;146.274216;644.218567;672.479919;197.909897
97;841.68335;794.875122;334.187927;918.730591;703.666626;449.23111;535.584351;645.641113;154.989471;563.453491;623.085693;145.55864;639.455139;672.487122;197.888718
98;838.199219;793.825623;334.010376;916.175659;702.748596;449.015472;531.041992;646.053406;154.701752;559.055969;623.706421;145.049744;635.086243;672.850403;197.147934
99;834.619507;792.392883;334.132996;914.223633;701.825195;448.849426;526.551147;646.514954;154.015396;554.572998;624.189941;144.265167;631.179626;673.123596;196.247314
100;830.398987;791.129028;333.985199;911.79187;701.168396;449.085297;522.221558;647.08197;153.310974;550.263855;624.712708;143.328415;627.102173;673.558167;195.427841
101;827.208862;789.807678;333.727753;909.603394;700.344971;449.100647;518.01416;647.590515;152.649429;546.006714;625.221436;142.5728;623.128296;673.850647;194.489639
102;823.526428;788.393433;333.923553;907.638184;699.53949;448.948853;513.704102;648.03363;152.083817;541.738708;625.509949;141.908463;618.896484;673.953247;194.130692
103;820.553284;787.240234;333.557739;905.201843;698.773865;449.004364;509.822662;648.468628;151.274185;537.599426;625.87793;141.142593;615.163879;674.306763;192.614029
104;817.186401;785.892822;333.909119;903.138245;698.010315;448.745972;506.084625;648.860107;149.923965;533.708923;626.358826;140.29216;611.294678;674.770081;192.073013
105;813.910645;784.543335;333.75058;901.470886;697.133057;448.606689;502.260559;649.361206;149.202759;529.810059;626.740173;139.654572;607.4245;675.188538;191.433823
106;810.506104;783.323792;333.970306;899.079102;696.224182;448.717926;498.500275;649.847717;148.619598;526.116577;627.150024;138.663391;603.72467;675.443848;190.464233
107;807.168701;781.681335;334.485687;897.418274;695.543762;448.633667;494.665619;650.309937;148.08931;522.475281;627.582031;138.028442;599.852173;675.403687;190.234726
108;804.570313;780.584351;334.036011;895.404541;694.804504;448.585205;490.605835;650.815735;147.725235;518.658264;628.083557;137.447784;596.56897;675.834717;189.159637
109;801.397766;779.203857;334.137268;893.646362;694.223572;448.438782;487.484528;651.267273;146.533401;515.09668;628.605774;136.43248;593.052979;676.286011;188.323242
110;798.295715;777.864624;334.188263;891.764893;693.399536;448.340118;484.43219;651.820435;145.499451;512.024292;629.231873;135.907501;589.271362;676.306641;187.882263
111;795.665894;776.730591;334.384644;890.069092;692.669006;448.04715;481.126038;652.470032;144.413666;508.768951;629.764709;135.242233;586.210266;676.730347;187.155853
112;792.923767;775.40686;334.2612;888.06488;692.042603;447.964935;477.741516;652.988586;143.559753;505.371429;630.18927;134.190887;583.137634;676.96991;186.311722
113;790.396423;774.183594;334.138306;886.639099;691.366699;448.175476;474.796234;653.534302;142.638245;502.159393;630.870911;133.027374;580.018127;677.136719;185.516586
114;787.608948;773.060608;334.298004;885.230469;690.724792;447.91449;471.572693;654.077698;141.923065;499.350311;631.307739;132.236206;577.174805;677.289001;184.781067
115;785.456116;771.651428;334.217621;883.285278;690.111633;447.738586;468.658295;654.704468;140.912323;496.362213;631.659058;131.284439;574.298584;677.506714;183.96756
116;782.671814;770.532837;334.277527;881.739624;689.373352;447.808167;466.150909;655.180725;140.166458;493.468262;632.097717;130.171371;571.391418;677.62854;182.896072
117;780.505249;769.443054;334.083954;880.161987;688.80011;447.583527;463.351196;655.685181;139.429794;490.635162;632.387207;129.388199;568.747498;677.432007;182.702209
118;778.432861;768.198425;333.717163;878.700989;688.270325;447.172913;460.517578;656.122986;138.573502;488.076843;633.025635;128.554901;566.194214;677.892395;181.95343
119;776.269531;767.237488;334.143219;877.355713;687.721252;446.739471;458.46875;656.507202;137.329651;485.703674;633.20636;127.466606;563.665283;677.980286;181.131378
120;773.875488;766.124756;334.055756;875.991333;687.212158;446.716339;456.128632;656.927612;136.399124;483.072937;633.483337;126.855034;561.397705;678.106934;180.332657
121;772.441711;765.094238;333.743683;874.328613;686.654663;446.575592;453.774841;657.241028;135.549728;480.781158;633.855103;126.29348;558.955688;677.938843;180.085022
122;770.31604;764.02655;333.717133;872.871582;686.057739;446.39978;451.583771;657.537109;134.416321;478.706055;634.127502;125.553375;556.612305;678.214539;179.536255
123;768.363037;763.113037;333.423676;871.875732;685.561584;446.35733;449.776642;657.714111;133.500427;476.706055;634.286255;124.135834;554.73407;678.371277;178.793655
124;766.69812;762.006653;333.324799;870.688599;685.070923;445.764099;447.529083;658.020996;132.852371;474.74472;634.757385;123.000137;552.298706;678.276245;178.121643
125;764.975159;761.007019;333.173279;869.170349;684.808777;445.573334;445.419922;658.314819;132.11174;473.054993;634.98053;122.238663;550.542542;678.394165;177.15361
126;763.15625;760.127808;333.038361;868.033142;684.560791;445.378113;443.833008;658.451294;130.969543;471.025024;634.958496;121.114281;548.916443;678.617188;176.447647
127;761.391968;759.088867;332.870178;866.724243;684.164612;445.35965;441.82251;658.692566;130.447235;469.581085;635.217834;120.181374;546.923035;678.666199;175.527695
128;760.031799;758.037659;332.500671;865.388672;683.737427;445.226715;440.483459;658.771423;129.13385;467.933624;635.467041;119.418976;545.390503;678.707397;174.582809
129;758.474365;757.123047;332.340942;864.459534;683.208374;444.886597;439.1128235;658.893951;127.832508;466.171234;635.585815;118.738823;543.808655;678.685791;173.719284
130;757.221558;756.120117;331.963623;863.839966;682.855347;444.477325;437.742188;659.016479;126.531166;464.625336;635.587341;117.621658;542.122742;678.627686;173.561401
131;755.371338;755.451355;332.005585;862.806824;682.400391;444.280518;436.105255;659.185791;125.979485;463.466492;635.546753;116.535805;540.594299;678.764282;172.583115
132;753.846436;754.629822;331.755188;861.56427;682.123779;444.151886;434.816742;659.204529;124.648422;462.368042;635.950378;115.335228;539.182495;678.909424;171.819412
133;752.849854;753.726685;331.454865;860.442444;681.930847;443.857544;433.419525;659.457825;123.608498;461.332062;636.167236;114.001823;537.661438;678.672791;171.205307
134;751.513611;752.867859;331.445374;859.493835;681.633606;443.491364;432.471588;659.593994;122.253754;460.071747;636.264832;112.585678;536.336304;678.688354;170.735397
135;750.328186;752.216187;330.908936;858.698486;681.315063;443.368744;431.465485;659.734192;120.629158;459.008301;636.087952;111.721542;535.31012;678.91333;169.243759
136;749.204407;751.46405;330.950134;857.768188;681.000977;443.248749;430.693268;659.727783;119.098373;457.928772;636.358398;110.809227;534.270325;679.085327;168.064545
137;747.654419;750.56427;331.244476;856.888672;680.518188;442.972931;429.552551;659.884094;118.26165;457.007263;636.40802;109.701378;532.968445;678.892578;167.134018
138;746.457581;749.862427;331.148254;856.031738;680.164368;442.819;428.381714;659.948181;117.204193;456.524231;636.908081;108.075699;531.883301;678.758423;166.676147
139;745.475647;749.213379;330.872131;855.405945;679.820923;442.559204;427.207306;659.995422;116.09182;455.729218;636.86731;106.602196;531.051147;679.147156;165.517288
140;744.700195;748.439514;330.510223;854.81189;679.510498;442.361267;427.19281;660.338867;114.104942;455.107849;636.764282;105.362778;530.052856;679.466003;164.646088
141;743.741394;747.635559;330.237732;854.037415;679.304016;441.865173;426.741241;660.327576;112.13871;454.319519;636.73468;104.041092;529.047668;679.509949;163.610977
142;742.809937;746.830383;329.640747;853.174438;678.867371;441.69458;426.078796;660.216431;110.330704;454.110565;636.949951;102.565926;528.104309;679.529114;162.493469
143;741.924194;746.128662;329.394073;852.507446;678.61615;441.45932;425.486603;660.282959;108.965141;453.809418;637.212646;101.054451;527.312317;679.611877;161.487915
144;740.711304;745.410217;329.200287;851.92926;678.402832;441.22522;425.183838;660.25354;106.787788;453.235474;637.171021;99.257355;526.786865;679.687256;160.278854
145;739.71759;744.700562;329.412018;851.488464;678.256226;441.064056;424.921204;660.395142;104.700859;452.858398;637.25293;98.032204;525.949524;679.475342;159.471191
146;738.735718;743.985657;329.440735;850.914917;678.088501;440.68454;423.887146;660.659973;104.787308;452.493835;637.602112;97.075447;525.307922;679.403198;158.632217
147;738.194336;743.202454;328.929901;850.392212;677.808228;440.554291;423.092331;660.579071;105.447388;451.642548;637.87677;97.006142;525.032532;679.614136;157.735443
148;737.378418;742.485352;328.475769;849.641479;677.427795;440.384338;422.297516;660.498169;106.107468;450.302856;638.151489;97.516129;524.472107;679.625854;157.504303
149;736.452698;741.877075;328.153534;848.835144;677.103394;440.190094;421.724365;660.758057;105.440628;449.230652;638.477722;97.919289;523.801392;679.427734;157.391281
150;735.799683;741.36615;327.900482;848.242859;676.841919;439.947479;421.312897;660.954102;104.726219;448.49176;638.372559;97.801308;523.061157;679.358582;157.233185
151;735.276062;740.882141;327.490143;847.773071;676.584045;439.828705;421.039429;661.101318;103.927025;447.776398;638.120117;98.034073;522.385498;679.192261;156.859177
152;734.961121;740.410706;326.965576;847.40802;676.453064;439.726349;420.851196;661.246155;103.062004;447.150116;638.077026;98.0326;521.894653;678.87262;156.540604
153;734.587952;739.983459;326.59314;847.101685;676.269958;439.461212;420.795013;661.05658;102.206787;446.707642;638.154907;97.986488;521.390564;678.728821;156.500488
154;734.22113;739.554016;326.290039;846.618652;676.228943;439.394653;420.702209;660.964233;102.0317;446.061523;638.285339;97.796417;520.950623;678.490234;156.654602
155;733.828247;739.199951;326.17099;846.338928;676.137207;439.22226;420.953369;661.013977;101.458496;445.602661;638.201843;97.756538;520.558594;678.326965;156.537796
156;733.506104;738.923523;325.769745;846.093933;676.074219;439.050842;420.343903;660.979553;101.751144;445.422913;638.186646;97.701027;520.341614;678.133789;156.373795
157;733.228271;738.601868;326.087708;845.949097;675.965027;438.997009;419.919525;661.041504;101.902855;444.471558;638.35321;97.934845;520.284302;678.02533;155.967514
158;732.934448;738.428528;326.131256;845.708191;675.898621;438.898529;419.585144;660.991455;102.00766;444.717072;638.144592;97.793526;520.2547;678.05481;155.632889
159;732.629028;738.370544;326.078033;845.533081;675.822144;438.897705;418.876282;660.862488;102.744423;444.822357;638.137512;97.439651;520.145874;677.994019;155.457825
160;732.362305;738.265869;326.15271;845.440247;675.824158;438.943359;418.326355;660.770752;103.348557;444.789429;638.312317;97.451096;520.127258;677.960022;155.252365
161;732.090576;738.239563;326.231415;845.318665;675.830872;438.955383;418.28949;660.781372;103.205521;444.633575;638.356689;97.359024;520.158691;677.885742;155.056061
162;731.843323;738.228455;326.330261;845.272949;675.784607;439.046265;418.336212;660.81427;103.157738;444.703705;638.381287;97.296158;520.177551;677.884338;154.9319
163;731.661743;738.248657;326.304077;845.248596;675.770935;439.184418;418.844757;660.950195;102.530502;444.726288;638.351196;97.287537;520.277893;677.955139;154.742615
164;731.591797;738.245178;326.356018;845.198181;675.818848;439.283783;418.819672;660.989441;102.537628;444.77301;638.326538;97.299088;520.267334;677.877319;154.814606
165;731.494141;738.303833;326.741699;845.108154;675.985718;439.588135;418.759399;660.924316;102.897324;444.877411;638.306396;97.309845;520.402283;677.971436;154.803375
166;731.418091;738.378418;326.858826;845.105286;675.984558;439.96814;418.644379;660.878235;103.100906;445.030151;638.275513;97.217094;520.399536;677.966248;154.915802
167;731.338562;738.541626;327.238129;845.102112;676.077271;440.190369;419.003754;660.919922;102.780922;445.125061;638.214478;97.158058;520.440247;678.019592;155.082535
168;730.980896;738.636047;327.714203;844.981201;676.240234;440.530273;419.048279;660.925903;102.857758;445.293884;638.147034;97.122093;520.496277;678.012146;155.149139
169;731.005859;738.625854;328.002411;845.116333;676.35321;440.660797;418.837158;660.897156;103.042328;445.406891;638.111816;97.130264;520.583801;678.118164;154.996964
170;730.970398;738.721924;328.159027;845.018738;676.481506;440.924805;419.102264;661.003967;102.7743;445.463226;638.062378;97.219231;520.662231;678.215515;155.068481
