Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;832.954895;733.021545;123.250923;726.893127;664.468079;131.302826;1038.277832;832.138184;297.833221;1000.050171;867.747925;142.495209;801.56745;634.1298840000001;131.90580799999995
2;829.617004;732.693604;125.453415;724.216736;665.060486;133.145645;1037.246338;832.218933;297.712341;997.750244;867.64624;142.998322;801.6058879999999;634.2943120000001;132.02793899999998
3;828.056458;732.478699;126.837212;721.574829;665.277832;135.690445;1036.305054;832.152527;297.935944;995.694336;867.463684;143.463058;801.366455;634.981934;132.033737
4;825.248169;732.779419;128.50563;718.885071;665.683105;138.021057;1034.999512;831.892944;298.665375;993.674683;867.354919;143.914978;798.5953979999999;634.5889285000001;134.610443
5;823.522095;733.034363;129.789642;716.204407;666.070496;140.487305;1033.782959;831.674377;299.022064;991.420654;867.102295;144.472717;795.824341;634.195923;137.187149
6;820.233398;732.930664;131.339569;713.270569;666.458191;142.662979;1032.571045;831.59259;298.967407;989.242432;866.98584;144.854141;792.972351;634.892456;138.70961
7;817.586121;733.147217;133.456757;710.21228;667.042542;145.109207;1031.27002;831.501953;299.014282;986.789551;866.733765;145.15918;789.9355165;634.9469605;140.572319
8;814.31073;733.013672;135.702621;707.204224;667.515625;147.394318;1029.49707;831.308472;299.504944;984.61438;866.420654;145.78064;786.898682;635.001465;142.435028
9;811.657898;733.263123;137.648834;704.114441;667.906677;149.41861;1028.38623;831.017883;299.794128;981.588745;866.118652;146.359741;783.067139;635.204773;144.419556
10;808.739807;733.196411;138.806793;700.81134;668.413696;152.514572;1027.421875;830.875366;300.055817;979.195862;865.716003;146.755463;779.654175;635.6281435000001;146.0797655
11;805.522705;732.948914;140.707565;697.316895;668.782043;155.056747;1025.746338;830.720337;300.389984;976.471069;865.497192;147.355133;776.241211;636.051514;147.739975
12;802.502869;733.213989;142.331924;693.852295;669.320801;157.295731;1023.92749;830.607239;300.858643;973.420227;865.110596;148.064743;772.575073;634.987488;149.653
13;799.005066;733.006775;144.787689;690.869873;669.933533;159.92691;1022.75238;830.387878;300.778961;971.084167;864.821533;148.481995;769.048523;634.517639;152.605118
14;795.667542;733.237732;146.736176;687.259705;670.499817;162.146286;1021.38623;830.224731;301.211151;967.831726;864.42218;149.138153;765.2277426666667;634.8867796666667;154.13381966666668
15;793.004822;732.860352;147.820114;683.904358;671.296265;164.690567;1019.545898;830.007263;301.930145;965.414368;863.921692;149.557953;761.4069623333334;635.2559203333333;155.66252133333333
16;789.633179;732.90509;149.084579;680.339417;671.87854;166.970886;1018.320862;829.710571;302.148834;962.150208;863.490051;150.250946;757.586182;635.625061;157.191223
17;786.412659;733.037537;150.563919;676.676819;672.344238;169.335938;1016.738831;829.544189;302.287659;958.843994;862.920654;151.065094;753.660034;635.234924;159.455307
18;782.679871;733.143005;152.515717;673.38678;673.26178;171.432678;1014.530457;829.394409;302.637543;956.178162;862.721741;151.611801;750.219299;634.691772;160.911514
19;779.314087;732.977844;154.095825;669.491455;673.648254;173.644699;1013.327087;829.16626;302.970276;952.9375;862.364319;152.251297;745.90846225;635.8094175;162.2324865
20;775.704895;733.045654;155.911942;665.618469;674.309814;176.154221;1011.858704;828.869141;303.651398;949.361023;862.194946;153.288635;741.5976255;636.9270630000001;163.553459
21;771.596802;732.96283;157.773712;661.571655;674.966064;178.578705;1009.953857;828.61731;304.28064;946.569031;861.787659;153.826584;737.28678875;638.0447085000001;164.8744315
22;767.960999;733.480347;159.451431;657.318115;675.761902;180.621521;1008.252075;828.335632;304.247406;943.060913;861.227966;154.589905;732.975952;639.162354;166.195404
23;764.901184;733.365295;160.308807;653.644775;676.34729;182.483521;1006.330322;828.07373;304.618256;939.507874;860.597961;155.373123;729.191833;638.464722;168.598007
24;760.654724;733.479675;161.56131;649.863647;677.029053;183.944794;1004.669128;827.837769;305.295685;936.06781;860.379272;156.427139;724.832397;637.749634;170.764847
25;756.77594;733.586365;163.054947;645.474182;677.802063;186.08606;1002.73584;827.451965;306.411011;933.229797;859.726013;156.949707;720.2453;637.969666;173.2379
26;753.434082;733.749146;164.09697;641.250061;678.428101;187.733185;1000.789673;827.114441;306.591583;929.372192;859.488403;157.81813;716.326477;638.084473;175.038101
27;749.381836;734.285828;165.608322;637.246399;679.189514;189.330002;999.156616;826.981873;306.699432;926.357666;858.7995;158.911484;712.457703;638.411621;176.287216
28;745.108398;734.201843;167.060669;633.201294;680.047668;190.536362;997.073547;826.608948;307.483459;922.696106;858.46283;159.712906;707.876709;638.832214;177.615891
29;740.882263;734.145081;168.321259;628.868591;680.973389;192.033325;995.517639;826.144653;308.494537;919.519104;857.736816;160.80191;703.044373;639.023315;178.512817
30;736.915894;734.379883;169.37648;624.617493;681.75415;193.341171;993.870361;825.902161;308.95108;915.830505;857.361938;161.505432;698.435913;639.429077;180.04277
31;732.984619;734.768677;170.606369;620.205261;682.569885;194.443893;991.302307;825.656555;309.87323;912.57782;856.72644;162.949966;694.583069;638.915161;181.857651
32;729.223145;734.846619;171.327026;616.031494;683.45282;195.457138;989.409729;825.332153;310.196838;909.138916;856.238892;163.769424;690.136841;639.001465;182.939148
33;725.554382;734.853027;171.639053;612.093933;684.339172;196.343384;987.434692;824.896057;310.914276;905.474365;855.660095;164.970459;685.102661;639.460815;183.702103
34;721.438049;735.140198;172.573441;607.902527;685.368286;196.925278;985.667908;824.599854;311.706177;902.086182;854.94928;165.914505;680.192444;640.145996;184.930862
35;717.255615;735.06189;173.641373;603.464233;686.208069;197.743011;983.880371;824.183411;312.337128;898.335144;854.660339;167.145691;676.018372;640.950745;185.901367
36;713.547668;735.112305;173.917557;598.995728;687.024719;198.687424;981.874878;823.701843;312.74295;895.46106;854.075195;167.990143;671.935547;641.294006;186.77034
37;709.459167;734.622803;173.484787;594.78479;687.748535;199.408035;979.949463;823.307495;313.189575;891.571777;853.521851;168.8423;667.286926;641.598328;187.357986
38;705.508362;735.43158;175.081802;590.665649;688.566284;199.907043;977.952515;822.876526;314.104553;888.312744;852.325623;169.838669;662.457764;641.885132;187.667908
39;701.141296;735.715698;175.780212;586.48938;689.584717;200.239716;976.374939;822.420349;314.658783;884.699768;852.042236;171.310226;657.763611;642.150269;187.899628
40;697.509155;735.836365;175.726288;582.131653;690.523193;200.477615;974.076477;822.002014;315.598694;881.447815;851.29071;172.281723;653.420349;642.702637;188.388519
