Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;873.266235;711.200317;121.880959;757.745178;666.214905;106.340919;1097.319092;855.935303;450.977478;1037.18689;874.855408;262.811127;830.4264059999999;620.933411;96.88169099999998
2;872.787781;711.459412;122.492722;757.502014;665.932556;106.670029;1096.766113;856.118408;450.798523;1037.431015375;875.3212130000001;262.801174375;830.464844;621.097839;97.003822
3;872.774048;711.445984;123.070526;757.301147;665.774658;106.828598;1096.348267;856.073425;450.927887;1037.67514075;875.787018;262.79122175;830.192566;622.24353;97.317772
4;872.393616;711.612854;123.705841;757.199463;665.672363;106.825569;1095.782227;856.097229;450.854889;1037.919266125;876.252823;262.781269125;829.756409;624.195801;96.493317
5;872.107788;711.787537;124.168808;756.924072;665.586731;106.902092;1094.818115;856.358765;450.636536;1038.1633915;876.7186280000001;262.7713165;829.692139;624.588135;96.653122
6;871.552795;711.995239;125.071632;756.663025;665.453552;107.165871;1093.915771;856.636902;450.54245;1038.407516875;877.184433;262.76136387500003;829.459534;625.464111;96.445328
7;870.570557;712.349976;126.544991;756.357422;665.426392;107.384087;1093.306763;856.85083;450.557159;1038.65164225;877.6502380000001;262.75141125000005;829.539246;624.768738;97.343437
8;870.176758;712.697754;127.841164;756.162964;665.460083;107.609253;1092.832642;857.025391;450.506409;1038.895767625;878.116043;262.741458625;829.782532;623.113464;98.891525
9;869.676941;713.139465;128.567657;755.599915;665.450073;108.30162;1092.328613;857.244202;450.683746;1039.139893;878.581848;262.731506;829.293457;621.960449;101.084991
10;868.953979;713.502869;129.34697;755.522461;665.746826;109.103745;1091.842163;857.454346;450.860016;1039.060669;879.268677;262.853912;829.069763;621.636902;103.114433
11;868.61145;713.567383;129.992294;755.045349;665.957336;110.065613;1091.362305;857.631653;450.898407;1039.013062;879.855713;262.97937;829.04126;621.83844;104.178757
12;868.287231;713.865967;130.595871;754.678955;666.257141;110.777786;1090.801514;857.731873;450.708069;1038.70166;880.503906;263.24118;828.659363;622.557373;104.508621
13;868.026184;714.547302;131.395035;754.505859;666.784424;111.016022;1089.982544;857.952698;450.61145;1038.713257;881.069702;263.475098;828.07959;623.853088;105.438156
14;867.472961;714.998657;132.381775;754.069885;667.202148;111.954338;1089.087524;858.247803;450.705811;1038.643555;881.727783;263.605438;827.364502;626.434753;105.724289
15;866.989441;715.461487;133.802216;753.257385;667.34021;112.936905;1088.1698;858.397522;450.88446;1038.854004;882.315735;263.677368;826.537048;627.593811;106.737526
16;865.748596;715.923157;135.237305;752.473511;667.444397;114.600166;1087.576294;858.503784;451.107452;1038.954346;882.817139;263.769287;825.9328;627.143005;108.20182
17;865.081482;716.156494;136.25795;751.667847;667.605347;115.934074;1086.887329;858.737061;451.123749;1038.944702;883.25769;263.91626;825.398132;625.92334;110.59095
18;864.452026;716.683472;137.247513;750.954041;667.651245;117.262245;1086.505981;858.867188;451.149078;1038.841064;883.653259;264.142395;824.618713;624.704773;113.159233
19;863.419739;716.882629;138.234909;749.906311;667.887329;118.560745;1085.844482;859.060303;451.497925;1038.543396;883.9985655;264.4060515;823.724854;624.55072;115.163696
20;861.968689;717.577881;139.320877;748.580444;668.577881;120.005867;1084.71521;859.270996;451.730347;1038.245728;884.343872;264.669708;822.652466;625.149048;116.161346
21;860.9776;717.998474;140.258698;747.684814;668.750671;121.073692;1083.482666;859.320923;451.852753;1036.817383;885.272461;265.410828;821.539795;624.925903;117.418434
22;859.8526;718.462708;141.256134;746.437683;668.941101;122.489174;1082.654419;859.3797;451.802734;1035.986816;885.912598;265.879944;819.841309;624.525818;119.547928
23;858.458923;718.569763;143.490845;744.762756;669.036926;124.069359;1081.622314;859.628723;451.756683;1035.242554;886.269897;266.277679;817.955811;625.059937;120.75164
24;856.089966;719.060486;145.156067;743.521179;669.503052;125.233498;1080.384766;859.996826;451.798889;1034.62207;886.619507;266.669189;816.894165;624.978027;121.765594
25;854.64856;719.347778;145.940308;741.895813;669.564392;127.095192;1079.271973;860.147156;452.333221;1033.7461545;886.961548;266.883575;815.523987;624.893616;123.087685
26;853.073181;719.375671;146.740799;739.680725;669.684021;128.827637;1078.151611;860.144897;452.414093;1032.870239;887.303589;267.097961;813.373169;625.673706;124.540428
27;850.449768;720.01178;147.997849;737.94812;669.858887;129.555878;1077.309448;860.201782;452.449982;1031.896362;887.634583;267.374207;811.407471;626.334473;125.448174
28;848.855774;720.224854;149.527252;735.558105;669.988831;131.067856;1075.893188;860.477295;452.34668;1030.71814;887.735352;267.62442;809.128601;626.635193;126.385979
29;846.70459;720.488708;150.645248;733.910095;670.381714;132.146622;1074.201782;860.596619;452.375549;1029.467529;887.81488;267.921356;806.942444;626.486694;127.734879
30;844.125977;720.3302;151.972519;731.048462;670.293213;134.616806;1072.963989;860.441833;452.535706;1027.439087;888.509827;268.219116;805.03009;627.633606;128.519257
31;841.567261;720.61731;153.143204;728.381897;670.499329;135.603622;1072.10376;860.452209;452.57193;1025.962769;888.556885;268.262665;802.306458;628.451965;129.128494
32;838.519836;720.945007;154.734024;725.584656;670.508362;137.29834;1070.300171;860.603943;452.257477;1023.457458;888.722656;269.103027;799.695068;629.351807;130.17514
33;835.836243;720.793823;155.958282;722.757202;670.943298;138.87413;1068.125732;860.529968;452.244598;1021.477966;889.047974;269.574799;796.774292;629.729126;131.604904
34;833.229675;721.01825;156.550797;719.991455;671.113708;140.265411;1066.755371;860.537781;451.894043;1019.183289;889.131836;269.598877;794.207458;629.874878;132.687408
35;830.461609;721.374146;157.212784;716.510986;671.336914;141.817657;1065.171021;860.529358;451.95459;1017.084839;889.536316;269.605774;790.763916;629.973999;133.476746
36;827.041077;721.571838;158.686157;713.519836;671.854858;143.098526;1062.931641;860.391785;451.696075;1014.292755;889.808716;269.83705150000003;787.377869;630.017761;134.726089
37;823.756042;722.151245;160.014786;710.110352;671.848267;144.631744;1061.131714;860.439514;451.517181;1011.500671;890.081116;270.068329;784.212646;630.158081;136.111038
38;820.432373;722.182861;160.927521;706.57074;672.250305;145.759048;1059.168457;860.169373;451.485443;1008.782898;889.678589;270.642273;780.41449;630.24823;137.299789
39;816.4328;722.271362;161.672546;702.963623;672.695374;146.375412;1057.015503;860.084534;451.550598;1006.088989;889.893433;270.197632;776.590149;630.616455;138.373001
40;812.668213;722.744324;162.607346;698.968689;672.794373;148.025024;1055.226563;860.057739;451.264709;1003.475098;889.828857;270.144745;772.617676;630.095581;139.269714
41;809.598267;722.714966;163.663132;695.179077;673.110046;149.774261;1052.775757;859.850769;450.986816;1000.399719;890.025879;270.136322;768.896729;630.244324;140.461899
42;805.267578;722.875916;164.437408;691.233459;673.616821;150.209488;1050.582886;859.851501;450.68689;997.082336;889.881897;270.615906;764.876343;630.634766;141.921249
43;800.745789;723.357605;165.572037;687.344299;674.072327;150.963791;1048.278564;859.629456;450.310272;993.888672;889.441467;271.005707;760.308594;629.794922;142.731079
44;797.051453;723.561462;166.136887;683.315979;674.560486;151.56131;1045.872925;859.517944;450.511078;990.852478;889.341797;270.857056;755.472656;628.816223;144.046005
45;793.441406;723.400513;166.133011;678.782837;674.801331;152.671341;1043.539429;859.35022;449.98822;987.156616;889.1362610000001;270.8656315;751.011963;629.160095;144.397369
46;788.651306;723.565491;166.923996;674.021545;675.167969;153.823822;1041.023926;859.242493;449.934113;983.460754;888.930725;270.874207;746.697693;629.728027;145.365738
47;784.083923;723.895996;167.634918;669.366211;675.548279;154.890991;1038.509644;859.021362;449.733124;980.687317;888.575623;270.984741;742.114014;629.957397;146.034546
48;780.047607;723.850281;168.362518;664.844543;675.898804;155.538589;1036.169434;858.74353;449.32666;977.557617;888.043091;270.525452;737.131836;629.805969;146.997543
49;775.849426;723.704468;168.946365;660.274292;676.360107;156.044785;1033.464844;858.643372;449.073547;973.410217;887.90686;270.556183;732.39679;630.01825;147.610336
50;770.867554;723.696899;169.410919;655.668945;676.976685;156.204285;1031.323975;858.20343;448.734375;969.656555;887.303284;271.390442;727.835693;630.52948;148.053726
51;765.664246;724.106934;170.265091;650.984253;677.53595;156.676575;1028.766235;857.954041;448.858795;966.004456;887.063171;271.394623;722.968994;630.795044;148.185532
52;761.122009;724.252625;171.031769;646.264343;678.124573;157.404175;1026.413086;857.640808;448.216217;962.32605;886.832703;271.003479;717.936035;630.927856;148.301254
53;757.097046;724.384399;170.703873;641.470642;678.707031;158.044571;1023.772827;857.426147;448.266907;958.2805785;886.271088;271.019867;712.743469;631.166321;148.812759
54;753.122192;724.269653;170.76413;636.341797;679.136414;159.160614;1020.705566;857.186646;447.847382;954.235107;885.709473;271.036255;707.583496;631.514282;149.309296
55;748.344666;724.470032;171.155609;631.15741;679.604126;160.133728;1018.489258;856.632019;447.827637;950.305786;885.0;270.706116;702.316101;631.808533;149.719086
56;743.42688;724.406677;171.303497;626.030884;680.143799;160.881088;1015.279114;856.417847;447.278442;946.903076;884.120056;270.747559;697.440735;632.412659;149.704315
57;738.15094;724.598938;171.49469;621.094299;680.784851;161.124634;1013.305298;855.94696;447.082306;942.711548;883.800354;270.925598;692.116028;632.720764;150.195969
58;733.302551;724.796753;171.501465;616.253052;681.155396;161.275208;1009.928589;855.636536;446.6716;938.458374;883.212097;271.027771;687.029663;632.959473;150.090607
59;728.563171;724.721985;171.612976;611.139282;681.57251;161.633286;1008.05072;855.026917;446.354675;934.2576295;882.4896544999999;270.869446;681.932617;633.256714;150.23793
60;723.780273;724.608948;171.068695;606.164978;681.975586;162.00885;1004.955811;854.698364;446.024506;930.056885;881.767212;270.711121;676.916565;634.023132;150.042389
61;719.208435;724.788025;171.225388;601.236694;682.556702;161.833145;1002.694519;854.198669;445.706268;926.154602;880.67804;270.694;671.592346;634.293335;149.770065
62;714.168945;725.096924;171.155746;596.16156;683.026733;161.994919;999.673584;853.850891;445.226227;921.841461;880.0237735000001;270.687149;666.239136;634.338867;149.716568
63;708.930359;725.362854;171.255798;591.001099;683.476501;162.301361;996.824402;853.270081;445.053131;917.52832;879.369507;270.680298;660.960266;634.211426;149.65535
64;703.923157;725.262817;171.2901;585.817566;683.890381;162.176819;994.588867;852.813721;444.313721;913.522461;878.139404;271.023529;655.784546;634.327698;149.927414
65;698.929749;725.385498;170.81926;580.816589;684.308105;161.765457;991.373535;852.362305;444.238007;909.975281;877.184143;270.940094;650.492126;634.453552;149.766129
66;694.057007;725.308899;170.590988;575.803589;684.952148;161.92926;989.143677;851.675476;444.024109;905.539368;876.761475;270.363434;645.470398;635.024475;149.177979
67;689.439392;725.35437;171.011154;570.739746;685.435608;161.384674;986.11145;851.228333;443.471283;901.62677;875.862671;270.627319;640.253845;635.612671;148.441971
68;684.515686;725.392212;170.961075;565.899292;686.024109;160.828217;983.491211;850.688904;443.272186;898.207031;874.934021;270.32431;635.194397;635.67041;148.396835
69;679.525879;725.885315;170.315903;561.053772;686.498474;160.765274;980.624268;850.509033;442.342621;894.057983;874.315125;270.130005;630.119019;635.897705;147.746536
70;674.960632;725.966309;170.304413;556.260742;687.142151;160.464264;977.679565;849.761169;442.138977;890.135986;873.229675;270.308167;625.247192;636.197144;147.446655
71;670.29718;725.682983;170.418198;551.606323;687.75824;160.25563;974.942749;849.302063;441.681519;885.754639;872.672424;270.446259;619.967407;636.385254;147.285278
