Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;890.912231;706.971436;115.302177;765.394531;690.684753;96.252617;830.69751;629.033081;89.583824;1088.512939;860.406677;280.831573;;;
2;890.832825;706.966858;115.298172;765.302917;690.701599;96.319603;830.656921;629.139832;89.538528;1088.577759;860.396362;280.898071;;;
3;890.843567;706.968323;115.279762;765.265625;690.803162;96.349442;830.658081;629.110779;89.580704;1088.504639;860.395874;280.849152;;;
4;890.917847;706.971191;115.268944;765.29126;690.73291;96.350548;830.625977;629.063599;89.668091;1088.502319;860.406067;280.827148;;;
5;890.960449;706.973022;115.234726;765.301453;690.696533;96.326881;830.660461;629.013245;89.651611;1088.485107;860.398743;280.828949;;;
6;890.956482;706.966003;115.264671;765.314026;690.700439;96.320724;830.661682;629.086365;89.58461;1088.481445;860.396912;280.831726;;;
7;890.924194;706.974121;115.2145;765.315796;690.706177;96.321846;830.630127;629.061157;89.543655;1088.482666;860.397156;280.832275;;;
8;890.942505;706.970947;115.230095;765.301636;690.712952;96.333183;830.611389;629.051941;89.588966;1088.421143;860.402527;280.889252;;;
9;890.905579;706.974731;115.231812;765.30127;690.708313;96.337173;830.609619;629.005066;89.533997;1088.435669;860.446045;280.943665;;;
10;890.906555;706.961426;115.30558;765.27832;690.707336;96.339996;830.620789;629.113525;89.567169;1088.417603;860.41095;280.909302;;;
11;890.912903;706.97168;115.230354;765.293579;690.706665;96.341766;830.616272;629.121033;89.524559;1088.410889;860.401367;280.893707;;;
12;890.90509;706.977295;115.219849;765.695251;690.768982;96.144089;830.579346;629.08905;89.583733;1088.411377;860.402649;280.894165;;;
13;890.938965;706.981628;115.204887;765.552795;690.716431;96.087212;830.564941;629.068787;89.613686;1088.412476;860.403687;280.89624;;;
14;890.945862;706.964355;115.268272;765.808838;690.760071;96.030075;830.561462;629.035217;89.525864;1088.350342;860.408997;280.953888;;;
15;890.939575;706.976196;115.221298;765.520081;690.718445;96.113724;830.565247;629.124207;89.556259;1088.271484;860.460754;281.034271;;;
16;890.916199;706.978943;115.226631;765.339905;690.690186;96.276695;830.56366;629.149719;89.56794;1088.204102;860.479004;280.988068;;;
17;890.884155;706.898193;115.372147;765.312073;690.681274;96.34024;830.578857;629.16394;89.575851;1088.170776;860.424194;280.957306;;;
18;890.977661;706.947327;115.273453;765.291992;690.70813;96.339912;830.574402;629.091736;89.597107;1088.113892;860.472473;281.019104;;;
19;890.971497;706.989075;115.292976;765.319153;690.703186;96.302452;830.623474;629.125183;89.651245;1088.098267;860.477051;281.040863;;;
20;890.94873;706.99115;115.320007;765.371765;690.692688;96.254372;830.588196;629.156128;89.591988;1088.043457;860.53479;281.103973;;;
21;890.865906;706.979919;115.407715;765.398621;690.690857;96.226227;830.566223;629.174561;89.605507;1088.006836;860.536194;281.115906;;;
22;890.794495;706.998108;115.489227;765.36792;690.601868;96.247139;830.562317;629.191223;89.721077;1088.060425;860.537842;281.142395;;;
23;890.898499;707.248779;115.629837;765.781555;690.644348;96.082687;830.567017;629.172668;89.713638;1087.953613;860.581665;281.178894;;;
24;890.775269;707.208618;115.846413;765.638367;690.594849;96.030235;830.553162;629.179749;89.708;1087.950439;860.654785;281.189178;;;
25;890.836304;707.274292;115.900818;765.852966;690.636963;95.977448;830.538879;629.28772;89.863571;1087.937744;860.607483;281.178253;;;
26;890.646484;707.245972;116.077713;765.607849;690.592468;96.033211;830.445129;629.271545;89.905083;1087.935547;860.593201;281.173584;;;
27;890.578308;707.250488;116.238075;765.436584;690.47821;96.183449;830.379456;629.282471;89.948997;1087.901855;860.690735;281.283966;;;
28;890.469543;707.392273;116.45076;765.389038;690.447083;96.260132;830.382446;629.292969;90.10421;1087.864746;860.719788;281.270081;;;
29;890.407898;707.40741;116.653564;765.550293;690.29718;97.192345;830.352478;629.344421;90.23777;1087.908936;860.697754;281.313904;;;
30;890.401794;707.461182;116.81395;765.49054;690.247803;97.517967;830.362488;629.341003;90.319687;1087.957764;860.709167;281.322906;;;
31;890.352539;707.461609;116.876862;765.421326;690.265747;97.509132;830.305237;629.360535;90.605438;1087.899292;860.764465;281.389435;;;
32;890.316284;707.537476;117.074417;765.468018;690.168579;97.454193;830.265015;629.39801;90.567101;1087.916992;860.764465;281.459961;;;
33;890.276855;707.507935;117.233093;765.481995;690.129822;97.465874;830.248352;629.452698;90.661751;1087.949829;860.752563;281.489258;;;
34;890.241211;707.597412;117.526321;765.513245;690.12616;97.495262;830.362183;629.526306;90.962242;1087.955933;860.750244;281.488068;;;
35;890.074768;707.57489;117.728737;765.466003;690.131165;97.545082;830.305481;629.547302;91.195778;1087.89563;860.810059;281.548004;;;
36;890.131531;707.595276;117.959251;765.459106;690.136902;97.633575;830.210083;629.586365;91.366119;1087.879639;860.821594;281.562256;;;
37;890.078491;707.567322;118.104187;765.402161;690.144836;97.613205;830.22876;629.70636;91.535912;1087.876953;860.86499;281.563019;;;
38;889.907532;707.619385;118.361717;765.396851;690.063782;97.662987;830.137207;629.761963;91.720566;1087.933838;860.861938;281.61969;;;
39;889.884521;707.462769;119.048996;765.375427;690.117981;97.696106;830.067139;629.852478;91.893044;1087.954468;860.911377;281.640594;1089.379517;843.561584;422.605621
40;889.727722;707.421082;119.324051;765.328918;690.144287;97.742134;829.797363;629.830139;92.367882;1087.971436;860.975708;281.643097;;;
41;889.74115;707.481628;119.467346;765.243347;690.183472;97.782127;829.671875;629.828247;92.686752;1088.033447;861.078003;281.595856;;;
42;889.791077;707.504395;119.526993;765.180542;690.207947;97.884171;829.555847;629.793152;93.138008;1088.044189;861.18988;281.59671;;;
43;889.521667;707.705444;120.000351;765.052307;690.230286;97.967903;829.420715;629.982422;93.533333;1088.064331;861.263062;281.602844;;;
44;889.226257;707.91626;120.798882;764.980469;690.323181;98.157913;829.231628;630.0224;93.759842;1088.183594;861.352295;281.618042;;;
45;888.961731;707.979431;121.418419;764.940918;690.337036;98.338936;829.122253;630.096558;94.073189;1088.199341;861.458557;281.633118;;;
46;888.62616;708.072388;121.864464;764.863281;690.42688;98.487473;828.983948;630.07489;94.357277;1088.202148;861.535156;281.613312;;;
47;888.40448;708.139526;122.205345;764.832825;690.545532;98.732681;828.860352;630.15271;94.766365;1088.198608;861.640259;281.618683;;;
48;888.485901;708.089172;122.477371;764.790771;690.672546;99.069046;828.729126;630.216553;95.375946;1088.123657;861.755798;281.690887;;;
49;888.103821;708.232971;122.783913;764.69281;690.877014;99.46125;828.518005;630.375977;96.308998;1088.12915;861.877136;281.717957;;;
50;887.785767;708.341431;123.189964;764.449646;691.049133;100.110924;828.177917;630.518433;97.50386;1088.12561;862.070435;281.857117;;;
51;887.672424;708.417847;123.807236;764.360901;691.29364;100.905884;827.922607;630.608521;98.686737;1088.054688;862.246704;281.961456;;;
52;886.886169;708.642029;124.695816;764.214539;691.329041;101.998459;827.772217;630.671631;99.203911;1087.999634;862.498352;282.086426;;;
53;886.33905;708.799316;125.885704;763.814087;691.284241;103.036278;827.464233;630.644226;99.884666;1087.895508;862.732849;282.243225;;;
54;886.049255;709.075439;126.751678;763.512207;691.299866;103.771591;826.990112;630.611694;100.705788;1087.879761;862.898438;282.423126;;;
55;886.018372;708.705566;127.4058;763.202209;691.491394;104.503426;826.40094;630.808411;102.257858;1087.825195;863.114258;282.528473;;;
56;885.292236;708.982544;128.290421;762.682556;691.684631;105.567085;825.709656;631.212708;103.765968;1087.69397;863.373047;282.530914;;;
57;885.183777;709.2052;128.959274;761.789856;691.790283;107.045296;825.200195;631.615356;104.233116;1087.591187;863.602722;282.712494;;;
58;885.239746;709.166138;129.468643;760.748413;691.903748;108.334328;824.53009;631.263794;105.398888;1087.411255;863.854614;282.838806;;;
59;884.675537;709.177124;130.862091;760.326782;691.783936;109.719513;823.988647;631.027527;106.643944;1087.256226;864.005066;282.969635;1084.941406;844.230042;421.78302
60;883.831238;709.109314;132.15831;759.98114;691.848267;110.763992;823.297852;631.041565;107.794991;1087.088501;864.336243;283.100891;1084.602417;844.40509;421.848328
61;882.954346;708.992371;133.265305;759.477478;691.950134;112.268509;822.471436;631.178894;109.23214;1086.85498;864.545532;283.186554;1084.233276;844.569214;421.944794
62;881.688477;709.168823;134.154663;758.657959;691.912842;113.542976;821.415894;631.125305;110.615532;1086.690308;864.765076;283.215546;1083.904785;844.706055;422.12204
63;880.512695;709.506653;134.957611;757.399231;691.849854;114.733551;820.266418;631.039856;112.063072;1086.580811;864.885254;283.277893;;;
64;879.655518;709.701416;136.366028;756.003662;691.779724;116.61438;819.454712;630.997864;112.787872;1086.243042;865.062805;283.360504;;;
65;879.065002;709.596619;137.474609;754.923584;691.801147;118.304138;818.854309;631.33136;113.534798;1085.837646;865.26123;283.442627;;;
66;878.386963;709.457214;138.388901;754.089233;691.899231;119.664261;817.577942;631.151794;115.361153;1085.219482;865.495728;283.848053;;;
67;876.581482;709.553528;139.744598;753.057434;691.750305;120.712585;815.964539;631.099792;117.373123;1084.457031;865.653931;284.197479;;;
68;874.734009;710.139465;141.129868;751.209717;691.693115;122.550362;814.599487;630.982178;118.469345;1083.653931;865.853088;284.56958;;;
69;873.755066;710.157837;142.235794;749.944153;691.524231;124.060608;813.605713;630.930786;119.178764;1082.987915;865.990051;284.634827;;;
70;873.014709;709.684082;142.990295;748.562195;691.627502;125.424309;812.105469;631.151306;120.791641;1082.234131;866.185303;284.389587;;;
71;871.080566;710.074158;143.920044;746.667603;691.682922;127.026596;810.239197;631.222168;122.566795;1081.301025;866.4104;284.407257;;;
72;869.381592;710.510864;145.296341;745.35083;691.73761;128.474228;808.876831;631.157837;123.855896;1080.167725;866.640198;284.812042;1078.786743;845.429077;422.502991
73;867.745544;710.350586;146.406677;743.509216;691.646912;129.754425;807.239807;631.15094;124.874886;1079.142944;866.813049;285.115448;;;
74;865.98291;709.921936;147.413528;741.397278;691.906494;131.570129;805.342163;631.427429;125.82811;1078.084717;867.030945;284.899628;;;
75;863.63269;710.670227;148.869095;740.071106;692.086853;133.101852;803.724121;631.472961;127.592598;1077.068481;867.106628;285.226318;;;
76;861.955811;710.91449;150.381653;738.348145;692.122253;134.282074;801.612;631.456421;129.845383;1075.622314;867.328552;285.490417;;;
77;860.357178;710.53772;150.898743;736.486572;692.32135;135.352249;799.676636;631.58429;130.610687;1074.131226;867.556519;285.378265;;;
78;858.566895;711.084656;151.809372;734.57489;692.363892;136.95491;797.702026;631.561401;131.702133;1072.985596;867.568542;285.284668;;;
79;855.994263;711.098206;153.089386;731.878418;692.450439;138.787552;795.388306;631.627319;133.162582;1071.417603;867.719543;285.531555;;;
80;853.886658;711.375305;153.951019;729.936768;692.649414;140.242264;793.110107;631.782227;134.844788;1069.76062;867.914001;285.735229;;;
81;851.711365;711.60675;155.00351;727.64502;692.827454;141.363739;790.969177;631.91803;136.404083;1068.460083;868.022461;285.496338;;;
82;849.579468;711.293518;155.890854;725.493408;692.891296;142.512711;788.622986;632.043152;137.439499;1066.674438;868.06781;285.631409;;;
83;847.216064;711.583923;156.884705;722.950989;693.014282;143.893173;786.114563;632.056519;138.712738;1064.858276;868.125488;285.980499;;;
84;844.680725;711.778809;157.91954;720.502686;693.351257;145.351288;783.564209;632.116089;140.031174;1063.614502;868.157471;285.865387;;;
85;842.549561;711.907471;159.168304;718.024841;693.533752;146.881683;781.329468;632.374573;141.267868;1061.563477;868.202209;285.930756;;;
86;840.068909;711.871277;159.942612;715.573242;693.388062;148.07753;778.367981;632.339294;142.503204;1059.612061;868.233093;286.162048;;;
87;837.30249;712.145508;161.128433;712.595947;693.650024;149.562103;775.952454;632.526489;143.475342;1058.290039;868.169861;286.080872;;;
88;834.830139;712.188232;162.372726;710.136902;693.963928;150.918518;773.330139;632.588501;144.655045;1055.818481;868.174194;286.359619;1061.167236;844.974609;424.130676
89;831.86377;712.329895;162.715317;707.454163;694.045837;151.800461;770.488098;632.742737;145.710083;1054.030762;868.179138;286.328369;;;
90;829.268555;712.620117;163.550507;704.614685;694.317261;152.861664;767.459229;633.012695;147.292404;1052.121338;868.21283;286.199341;;;
91;826.781433;712.517151;164.601318;701.845581;694.435181;154.078751;764.972229;633.48175;147.799255;1049.651978;868.28656;286.298126;;;
92;823.68103;712.802124;165.306122;699.256958;694.7276;155.230881;762.070313;633.356628;148.493774;1047.745972;868.19635;285.982147;1055.530273;844.560791;424.168762
