Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
1;793.107849;773.018066;74.906471;788.089844;662.91687;48.027229;737.611572;1046.592773;325.82785;744.24707;950.637268;180.862396;;;
2;793.198181;772.947754;75.035637;788.066284;662.819336;47.99728;737.584961;1046.709473;325.901276;744.230774;950.658813;180.899857;;;
3;793.235535;772.952515;75.047981;788.094788;662.800476;48.024525;737.642639;1046.71106;325.959991;744.237793;950.642273;180.876266;;;
4;793.220398;772.94696;74.923065;788.052612;662.778137;47.953796;737.660522;1046.670654;326.019562;744.295166;950.622498;180.903793;;;
5;793.281616;772.864136;74.998444;788.06488;662.839966;47.948555;737.6698;1046.487549;326.312134;744.30957;950.504333;180.920761;;;
6;793.264221;772.922485;74.912567;788.081116;662.818787;47.989368;737.644104;1046.432007;326.406372;744.342468;950.491089;181.017578;;;
7;793.279419;772.872803;74.858047;788.052368;662.761536;47.973751;737.617188;1046.305908;326.434784;744.395447;950.38678;181.056656;;;
8;793.286194;772.858276;74.854797;788.042175;662.742126;47.934841;737.636902;1046.300537;326.506592;744.362305;950.348206;181.133453;;;
9;793.277832;772.83197;74.759918;788.010315;662.71167;47.903625;737.648315;1046.304932;326.495941;744.413208;950.258362;181.24469;;;
10;793.262451;772.762207;74.729012;788.048706;662.614075;47.882801;737.65271;1046.212524;326.529327;744.411499;950.193298;181.296844;;;
11;793.334229;772.70343;74.794792;788.312012;662.657349;47.634689;737.673279;1046.164673;326.582581;744.477722;950.109863;181.346832;;;
12;793.402527;772.696411;74.757156;788.313904;662.673889;47.567059;737.610718;1046.059814;326.686493;744.505249;950.057434;181.386459;;;
13;793.163879;772.511963;74.990715;788.197205;662.586853;47.465321;737.610107;1046.027466;326.770996;744.485901;950.063538;181.425507;;;
14;793.092346;772.478271;75.070221;788.185547;662.584778;47.474277;737.609985;1045.945801;326.86853;744.404236;949.945679;181.497559;;;
15;793.291809;772.511353;74.860588;788.167847;662.554382;47.525402;737.561096;1045.824829;326.968262;744.347351;949.924011;181.568558;;;
16;793.343445;772.51001;74.781509;788.113708;662.511963;47.483803;737.561401;1045.778809;327.016754;744.383484;949.85199;181.534073;;;
17;793.29303;772.472351;74.704071;787.996582;662.541992;47.439068;737.53949;1045.697754;327.316162;744.384827;949.828613;181.518356;;;
18;793.554749;772.522949;74.707481;787.68512;662.502991;47.626358;737.460938;1045.526001;327.395111;744.384033;949.831848;181.516327;;;
19;793.345093;772.446228;74.789284;787.587341;662.460938;47.725018;737.505127;1045.539673;327.432953;744.338196;949.80957;181.542831;;;
20;793.272766;772.428955;74.819862;787.470154;662.48584;47.578274;737.563232;1045.481812;327.488098;744.377319;949.807678;181.593613;;;
21;793.281433;772.328735;74.813606;787.341064;662.372559;47.52211;737.569275;1045.464722;327.511566;744.394348;949.830139;181.531754;;;
22;793.267639;772.338013;74.722153;787.236938;662.335571;47.442078;737.520508;1045.324707;327.570374;744.355652;949.944214;181.462265;;;
23;793.261536;772.356934;74.703674;787.054932;662.347656;47.326214;737.614502;1045.30957;327.62674;744.43811;949.948914;181.570053;;;
24;793.193787;772.213501;74.92382;786.597351;662.481079;47.298248;737.634216;1045.324219;327.642944;744.137451;949.695435;181.52713;;;
25;793.334351;772.190979;74.794281;787.002075;662.440857;47.04483;737.651367;1045.217773;327.581512;744.449585;949.894348;181.548904;;;
26;793.382813;772.201111;74.722198;787.062927;662.279724;46.556946;737.652466;1045.182861;327.535461;744.697021;950.006897;181.462296;;;
27;793.390137;772.153381;74.728317;787.033813;662.24707;46.46627;737.736084;1045.21167;327.545654;744.953308;949.918457;181.57132;;;
28;793.455688;772.088196;74.795258;786.99823;662.248047;46.496899;737.791382;1045.216553;327.45166;745.056641;949.819031;181.56015;;;
29;793.482605;772.049622;74.825409;786.978943;662.249451;46.475235;737.966736;1045.158813;327.320068;745.12561;949.798096;181.533737;;;
30;793.527039;772.018555;74.755356;787.03717;662.128601;46.452072;738.05719;1045.231567;327.327301;745.279236;949.81012;181.554779;;;
31;793.734375;772.099792;74.709885;787.058716;662.124878;46.485584;738.148865;1045.148926;327.282104;745.344299;949.793701;181.608383;;;
32;793.59021;772.004211;74.731758;787.104675;662.118103;46.426128;738.474915;1045.266113;327.305756;745.39563;949.703308;181.557343;;;
33;793.516113;771.948181;74.737915;787.114197;662.104858;46.369164;738.50885;1045.268188;327.248505;745.507813;949.683899;181.546295;;;
34;793.487;771.965942;74.646851;787.096252;662.117554;46.421432;738.679199;1045.349121;327.069397;745.461792;949.682007;181.676239;;;
35;793.396118;771.779053;74.917809;787.085327;662.086365;46.39682;738.770203;1045.268066;327.078979;745.361938;949.701904;181.769379;;;
36;793.491699;771.8797;74.74015;787.146301;661.995911;46.497013;738.906311;1045.346558;327.065277;745.372314;949.622131;181.720505;;;
37;793.49823;771.878052;74.626007;787.121887;661.979309;46.517761;739.069336;1045.459595;327.198761;745.339111;949.611389;181.662476;;;
38;793.447021;771.844177;74.703514;787.149597;662.024841;46.718266;739.116394;1045.413818;327.247742;745.267944;949.529846;181.767258;;;
39;793.395813;771.863953;74.66243;787.373535;662.034485;47.217972;739.25177;1045.397949;327.265106;745.173706;949.446472;181.708298;;;
40;793.262451;771.824402;74.761223;787.413696;661.88324;47.059631;739.477295;1045.385376;327.278351;745.099548;949.360291;181.672623;;;
41;793.131836;771.806274;74.863625;787.484009;661.859497;47.088013;739.579407;1045.516846;327.210083;744.937988;949.353638;181.718536;;;
42;792.917847;771.916626;74.794182;787.76001;661.964233;47.404026;739.681091;1045.536987;327.202759;744.611267;949.371155;181.656311;;;
43;792.704041;771.970703;74.804146;787.590942;662.214172;48.018665;739.963867;1045.715942;327.121429;744.191101;949.335938;181.671524;;;
44;792.571411;772.037292;75.02153;787.530151;662.393005;48.377762;739.800476;1045.654907;327.260437;743.897888;949.420898;181.76387;;;
45;792.526733;772.255554;75.0746;787.720032;662.511719;48.57753;739.728271;1045.7771;327.433197;743.697021;949.53949;181.695465;;;
46;792.515991;772.451843;75.384743;787.804688;662.707031;48.862904;739.724976;1046.021851;327.448395;743.428101;949.839355;181.627945;;;
47;792.216797;772.450195;76.055603;788.169006;662.97168;49.094807;739.758118;1046.111206;327.601837;743.284851;950.022888;181.576355;;;
48;792.319031;772.910889;76.063858;788.064819;663.035522;49.475212;739.697815;1046.402832;327.714844;743.148254;950.30188;181.621643;;;
49;792.224243;773.268066;76.223915;787.79541;663.246704;50.230137;739.728149;1046.787231;327.925995;742.983398;950.701477;181.643784;809.801819;685.588806;54.692604
50;791.704468;773.686523;76.641602;787.511108;663.622559;51.208527;739.6651;1047.201904;328.072845;742.883789;951.228516;181.852402;809.820374;685.851929;55.742214
51;791.01355;773.849915;77.485046;787.559753;664.11377;52.439358;739.610962;1047.570435;328.149475;742.706909;951.6922;182.016464;;;
52;790.741333;774.294556;77.915428;786.816467;663.949829;53.379158;739.546692;1048.086792;328.428802;742.507385;952.270508;182.126831;809.21051;686.75293;56.881477
